age_group,decision_time_scale,t0_mean,t0_sd,score,condition_quantile_mae,condition_mean_mae,overall_quantile_mae,human_condition_gap,model_condition_gap,condition_gap_abs_error,caf_rmse,incongruent_caf_rmse,human_incongruent_error_minus_correct_rt,model_incongruent_error_minus_correct_rt,error_gap_abs_error
20-29,0.27,0.556,0.09,0.145826800260334,0.022645385365714928,0.007820780927610738,0.021073194352719055,0.04374684900583592,0.059388410861057395,0.015641561855221475,0.018477012745571175,0.02231737878249377,-0.06449539092603063,-0.03824895432257158,0.026246436603459045
30-39,0.27,0.603,0.12,0.14634390678107662,0.019846901910367122,0.0019206727511058008,0.020615676161454276,0.0573742659002322,0.061215611402443804,0.0038413455022116016,0.026765649627834516,0.05843338991603794,-0.10704012899392612,-0.03783003682869579,0.06921009216523033
40-49,0.27,0.581,0.09,0.1269607675196445,0.020645556405039588,0.004139936779345932,0.01994397985113953,0.06726351403210296,0.06135627700600399,0.005907237026098966,0.021831170376322,0.03547757804920189,-0.08152539216243793,-0.04909515807254361,0.032430234089894316
50-59,0.27,0.616,0.09,0.0881767590780099,0.01634371586772393,0.001864499512934159,0.015691472344553075,0.06460245427369793,0.06465983862803215,5.738435433422229e-05,0.016958773540560076,0.02494636324914733,-0.08676449919114704,-0.05170478696582037,0.03505971222532667
60-69,0.27,0.664,0.15,0.1214152536112406,0.020109949797376715,0.0022332290996244786,0.020552794664693712,0.07344799848794936,0.07356103225471777,0.00011303376676841115,0.026472627372438853,0.03917141815150427,-0.1256311610215025,-0.07229053574486233,0.053340625276640186
70-79,0.27,0.727,0.15,0.1519352623535499,0.021865057212101368,0.003531898627255725,0.02448219385268637,0.0786145418861075,0.08567833914061895,0.00706379725451145,0.03195957480363019,0.03690553818777457,-0.12891993567140259,-0.0534294505894809,0.07549048508192169
80-89,0.27,0.882,0.24,0.2061240372068774,0.04300878781934066,0.0008911974009055412,0.04110475410713863,0.0865611292410422,0.08826958897929715,0.0017084597382549527,0.018368451213970124,0.03225872709507215,-0.21020642647712207,-0.048509937459332964,0.1616964890177891
