age_group,decision_time_scale,t0_mean,t0_sd,score,condition_quantile_mae,condition_mean_mae,overall_quantile_mae,human_condition_gap,model_condition_gap,condition_gap_abs_error,caf_rmse,incongruent_caf_rmse,human_incongruent_error_minus_correct_rt,model_incongruent_error_minus_correct_rt,error_gap_abs_error
30-39,0.15,0.611,0.09,0.26753674751525625,0.03727926514638619,0.011779933938615428,0.0403476354843146,0.0573742659002322,0.033814398023001346,0.023559867877230856,0.027393429869222257,0.061735150855469365,-0.10704012899392612,-0.019228528872872075,0.08781160012105405
30-39,0.15,0.626,0.12,0.2267854654724392,0.023170903994331558,0.011904824996130214,0.021551405029955683,0.0573742659002322,0.03356461590797177,0.02380964999226043,0.027763285108214374,0.06807199298605175,-0.10704012899392612,-0.016929468260353575,0.09011066073357255
30-39,0.15,0.616,0.15,0.24197668473066028,0.028606129475641617,0.012029716053644945,0.023303707971085275,0.0573742659002322,0.03331483379294231,0.02405943210728989,0.02765501762790973,0.06980330978125923,-0.10704012899392612,-0.014630407647834853,0.09240972134609127
30-39,0.15,0.612,0.18,0.3137083174920976,0.05101806862287579,0.012154607111159732,0.04700786640741311,0.0573742659002322,0.03306505167791274,0.024309214222319464,0.028121166405396452,0.07199852330616519,-0.10704012899392612,-0.012331347035316464,0.09470878195860966
30-39,0.15,0.611,0.21,0.3987397122686498,0.07853238865702414,0.012279498168674519,0.07442143726798078,0.0573742659002322,0.032815269562883165,0.024558996337349037,0.02843940927656547,0.0734731245246785,-0.10704012899392612,-0.010032286422797965,0.09700784257112816
30-39,0.15,0.611,0.24,0.48356871267221224,0.10604309037170742,0.012509556152859258,0.10129045280280706,0.0573742659002322,0.032355153594513686,0.025019112305718516,0.02859370560105839,0.07460589291357167,-0.10704012899392612,-0.007506250101418699,0.09953387889250742
40-49,0.15,0.616,0.0,0.47139320959309106,0.0925250040709174,0.015989705222635042,0.08566666533879087,0.06726351403210296,0.03528410358683287,0.031979410445270084,0.0689245964805018,0.07506962567711166,-0.08152539216243793,-0.025630243048155976,0.05589514911428195
40-49,0.15,0.604,0.03,0.3565303658383384,0.07158201200353081,0.01634889013101759,0.07451536639323181,0.06726351403210296,0.034565733770067775,0.03269778026203518,0.02060582441932375,0.022303549172260875,-0.08152539216243793,-0.026617149910110438,0.05490824225232749
40-49,0.15,0.59,0.06,0.29966758691754963,0.04677585603889878,0.016708075039400083,0.049886162637490995,0.06726351403210296,0.03384736395330279,0.033416150078800166,0.022825424421026634,0.04145095454367193,-0.08152539216243793,-0.027604056772064567,0.05392133539037336
40-49,0.15,0.599,0.09,0.23375531516380044,0.02432214293782415,0.01706725994778263,0.022809920840889914,0.06726351403210296,0.03312899413653769,0.03413451989556526,0.023456342425877037,0.046581027220697464,-0.08152539216243793,-0.028590963634018585,0.05293442852841934
40-49,0.15,0.605,0.12,0.23944574247383288,0.027507549359591453,0.017426444856165124,0.01581038384278934,0.06726351403210296,0.03241062431977271,0.03485288971233025,0.023370922104187484,0.052518999074879814,-0.08152539216243793,-0.029577870495972824,0.0519475216664651
40-49,0.15,0.59,0.15,0.2928895122182743,0.04379488800998443,0.017785629764547672,0.03328830632437622,0.06726351403210296,0.03169225450300761,0.035571259529095345,0.023541452801388425,0.05438236157976165,-0.08152539216243793,-0.030564777357926953,0.05096061480451097
40-49,0.15,0.59,0.18,0.3746390927693563,0.06938370437469116,0.01814481467293022,0.06094769252588944,0.06726351403210296,0.030973884686242514,0.03628962934586044,0.023643180835073756,0.0556534480711028,-0.08152539216243793,-0.03155168421988108,0.049973707942556844
40-49,0.15,0.59,0.21,0.4607639269863111,0.09704181227005748,0.018503999581312713,0.0884837875747433,0.06726351403210296,0.03025551486947753,0.03700799916262543,0.023685438564654,0.05744413044146522,-0.08152539216243793,-0.03253859108183543,0.04898680108060249
40-49,0.15,0.585,0.24,0.545833888132945,0.1236720549480427,0.02031989501708681,0.11438360411569078,0.06726351403210296,0.02920810246392025,0.03805541156818271,0.023685438564654,0.0578065309693516,-0.08152539216243793,-0.032893618397281554,0.04863177376515637
50-59,0.15,0.644,0.0,0.423069479228285,0.0879416683724378,0.013862805150985313,0.07893333582794247,0.06460245427369793,0.0368768439717273,0.027725610301970627,0.04600434762063256,0.06247594004964882,-0.08676449919114704,-0.025897111583138566,0.06086738760800847
50-59,0.15,0.646,0.03,0.3248074877637004,0.06635273983969678,0.014149218571164801,0.06789911648038723,0.06460245427369793,0.03630401713136833,0.028298437142329602,0.017355114519933327,0.02111645536619065,-0.08676449919114704,-0.027593773621862328,0.05917072556928471
50-59,0.15,0.631,0.06,0.25662667676680506,0.04156431570850267,0.014435631991344289,0.043240705114546196,0.06460245427369793,0.03573119029100935,0.028871263982688578,0.01716974082506782,0.027586882656018143,-0.08676449919114704,-0.02929043566058598,0.05747406353056106
50-59,0.15,0.637,0.09,0.19502050290864623,0.020940726563228512,0.014722045411523721,0.018319617256173665,0.06460245427369793,0.03515836345065049,0.029444090823047442,0.018330302779823376,0.03117021105866949,-0.08676449919114704,-0.030987097699309407,0.05577740149183763
50-59,0.15,0.642,0.12,0.2036318053361499,0.024465038702120773,0.015008458831703209,0.01679817533972766,0.06460245427369793,0.03458553661029151,0.030016917663406417,0.01889973544788394,0.033176996019654736,-0.08676449919114704,-0.03268375973803328,0.05408073945311376
50-59,0.15,0.627,0.15,0.27236453261560756,0.046748280064560194,0.015294872251882752,0.03905199104199722,0.06460245427369793,0.034012709769932425,0.030589744503765504,0.018644033898274282,0.03417161550727832,-0.08676449919114704,-0.03438042177675682,0.05238407741439022
50-59,0.15,0.627,0.18,0.3580922856428911,0.07437726585963415,0.015581285672062128,0.06696438874946131,0.06460245427369793,0.03343988292957367,0.031162571344124257,0.0192769292160344,0.035433776919806335,-0.08676449919114704,-0.03607708381548025,0.05068741537566679
50-59,0.15,0.627,0.21,0.4420929982850236,0.10180339527231991,0.01586769909224156,0.09436636505785873,0.06460245427369793,0.03286705608921481,0.03173539818448312,0.0192769292160344,0.03603666024909685,-0.08676449919114704,-0.03777374585420368,0.04899075333694336
50-59,0.15,0.627,0.24,0.5267053260551506,0.1294456527807967,0.016217590902861068,0.12148570423179932,0.06460245427369793,0.032167272467975794,0.032435181805722135,0.0192769292160344,0.03671579301032005,-0.08676449919114704,-0.03937465327581002,0.047389845915337014
