source,congruent_error_rate,incongruent_error_rate,h2_rt_cost_s,h2_accuracy_cost,h3_caf_slope_per_s,h3_slow_minus_fast,h4_delta_slope,h5_correct_skew_congruent,h5_correct_skew_incongruent,h6_error_minus_correct_congruent_s,h6_error_minus_correct_incongruent_s,mean_rt_s,accuracy,h5_congruent_q10_s,h5_congruent_q50_s,h5_congruent_q95_s,h5_congruent_q99_s,h5_congruent_q95_minus_q10_s,h5_incongruent_q10_s,h5_incongruent_q50_s,h5_incongruent_q95_s,h5_incongruent_q99_s,h5_incongruent_q95_minus_q10_s,h5_congruent_mean_rt_s,h5_congruent_median_rt_s,h5_congruent_sd_rt_s,h5_congruent_skewness,h5_congruent_q25_s,h5_congruent_q75_s,h5_congruent_q90_s,h5_congruent_q95_over_q50,h5_congruent_upper_lower_spread_ratio,h5_incongruent_mean_rt_s,h5_incongruent_median_rt_s,h5_incongruent_sd_rt_s,h5_incongruent_skewness,h5_incongruent_q25_s,h5_incongruent_q75_s,h5_incongruent_q90_s,h5_incongruent_q95_over_q50,h5_incongruent_upper_lower_spread_ratio,h3_fastest_accuracy,h3_slowest_accuracy,h4_late_minus_early_s,h6_interaction_s
matched_human,0.013093695310374194,0.061134495890960094,0.06476307359211272,0.05714849782618516,0.3915272334173431,0.1353202672077367,0.18164661254264422,2.758630895387318,2.625796304914087,-0.16078465358829486,-0.18078376831717147,0.7719791998818517,0.9625,0.554112495854497,0.6409687511622906,0.8804406298324465,1.1120418806001542,0.7080000340938568,0.595425003953278,0.7077500019222498,0.9713312493637203,1.2541299910098327,0.758549958467483,0.6701462547806651,0.6409687511622906,0.14195822678441022,2.758630895387318,0.5914375022985041,0.7161874966695905,0.804712499305606,1.3614115841863517,2.63615594190923,0.7349093283727779,0.7077500019222498,0.1627753000591148,2.625796304914087,0.6412968770600855,0.7889531189575791,0.8985000062733889,1.357672641631368,2.2495192240749824,0.842346231042811,0.9776664982505477,0.05706165882706104,-0.01999911472887661
C0v2,0.0,0.059931850070154336,0.25144827046008283,0.06520256702545651,0.35451384714299566,0.1650552121175583,0.20017783461570732,-0.08448730456009888,0.08816140064317074,,-0.23833182680032294,0.7513386066176734,0.9701,0.3861120604314328,0.5550394634645663,0.7774670048031699,0.8493453267284256,0.5923497386221165,0.5980105040802393,0.8063379353476028,1.0748698851616656,1.1808766285082448,0.7246418779626078,0.5569130550306437,0.5550394634645663,0.13476340930046188,-0.08448730456009887,0.46981373738119314,0.647847752169757,0.7303165626183818,1.4040181982717348,1.3416124734468733,0.8083613254907265,0.8063379353476028,0.16341305696343333,0.08816140064317074,0.700746749896922,0.91654618587155,1.0213417025807614,1.3363546096271186,1.294252106298343,0.8324420050479211,0.9974972171654795,0.0811406762220989,
