source,seed_id,analysis_group,user_id,congruency,rt_bin,n_trials,mean_rt,median_rt,error_rate,scheme
human,observed,young_20_29,5675,1,4,145,0.6663310355153577,0.656000018119812,0.04827586206896552,raw
human,observed,young_20_29,2553,1,1,27,0.5192962962168234,0.5329999923706055,0.18518518518518517,raw
human,observed,young_20_29,2553,1,2,27,0.5857407406524375,0.5839999914169312,0.07407407407407407,raw
human,observed,young_20_29,2553,1,3,27,0.6427407419240033,0.6389999985694885,0.037037037037037035,raw
human,observed,young_20_29,2553,1,4,26,0.7655384586407588,0.7294999957084656,0.038461538461538464,raw
human,observed,young_20_29,7862,0,1,30,0.5274666666984558,0.5375000238418579,0.03333333333333333,raw
human,observed,young_20_29,7862,0,2,30,0.6314999997615814,0.6299999952316284,0.03333333333333333,raw
human,observed,young_20_29,7862,0,3,30,0.7537666658560435,0.7395000159740448,0.03333333333333333,raw
human,observed,young_20_29,7862,0,4,30,1.1110333283742269,1.0044999718666077,0.0,raw
human,observed,young_20_29,7862,1,1,31,0.579322584213749,0.6000000238418579,0.1935483870967742,raw
human,observed,young_20_29,7862,1,2,31,0.7091612931220762,0.699999988079071,0.06451612903225806,raw
human,observed,young_20_29,7862,1,3,30,0.8449000000953675,0.832999974489212,0.03333333333333333,raw
human,observed,young_20_29,7862,1,4,30,1.326799996693929,1.1899999976158142,0.06666666666666667,raw
human,observed,young_20_29,677,1,1,29,0.5550689594498996,0.5590000152587891,0.13793103448275862,raw
human,observed,young_20_29,677,1,2,28,0.6010357162782124,0.6000000238418579,0.14285714285714285,raw
human,observed,young_20_29,677,1,3,28,0.6373928551162992,0.6385000050067902,0.0,raw
human,observed,young_20_29,677,1,4,28,0.7380000054836273,0.718500018119812,0.03571428571428571,raw
human,observed,young_20_29,3875,1,1,77,0.5169999990370366,0.5400000214576721,0.18181818181818182,raw
human,observed,young_20_29,3875,1,2,77,0.608311687197004,0.6069999933242798,0.11688311688311688,raw
human,observed,young_20_29,3875,1,3,77,0.6668051953439589,0.6650000214576721,0.09090909090909091,raw
human,observed,young_20_29,3875,1,4,77,0.805805193139361,0.7829999923706055,0.025974025974025976,raw
human,observed,young_20_29,4790,0,1,25,0.47152000188827514,0.4860000014305115,0.08,raw
human,observed,young_20_29,4790,0,2,25,0.5431999969482422,0.5410000085830688,0.04,raw
human,observed,young_20_29,4790,0,3,25,0.6091599988937378,0.6110000014305115,0.04,raw
human,observed,young_20_29,4790,0,4,24,0.7874166617790858,0.7355000078678131,0.0,raw
human,observed,young_20_29,1478,0,1,22,0.5350000031969764,0.5435000061988831,0.045454545454545456,raw
human,observed,young_20_29,1478,0,2,22,0.5949090854688124,0.5920000076293945,0.0,raw
human,observed,young_20_29,1478,0,3,22,0.6476818187670275,0.6394999921321869,0.045454545454545456,raw
human,observed,young_20_29,1478,0,4,22,0.785090912472118,0.7464999854564667,0.0,raw
human,observed,young_20_29,5256,0,1,23,0.5493043505627176,0.5479999780654907,0.0,raw
human,observed,young_20_29,5256,0,2,23,0.5889130467953889,0.5910000205039978,0.0,raw
human,observed,young_20_29,5256,0,3,22,0.617454547773708,0.6159999966621399,0.0,raw
human,observed,young_20_29,5256,0,4,22,0.6992272734642029,0.6739999949932098,0.0,raw
human,observed,young_20_29,182,0,1,34,0.47517646761501536,0.4779999852180481,0.0,raw
human,observed,young_20_29,182,0,2,34,0.5107647084137973,0.5104999840259552,0.0,raw
human,observed,young_20_29,182,0,3,34,0.542529418187983,0.5400000214576721,0.0,raw
human,observed,young_20_29,182,0,4,34,0.6025000004207387,0.5915000140666962,0.0,raw
human,observed,young_20_29,4790,1,1,25,0.5047600018978119,0.5139999985694885,0.24,raw
human,observed,young_20_29,4790,1,2,25,0.5800400042533874,0.5830000042915344,0.04,raw
human,observed,young_20_29,4790,1,3,24,0.6578333328167597,0.6504999995231628,0.041666666666666664,raw
human,observed,young_20_29,4790,1,4,24,0.7989166602492332,0.7669999897480011,0.08333333333333333,raw
human,observed,young_20_29,1478,1,1,22,0.5638181838122281,0.5754999816417694,0.18181818181818182,raw
human,observed,young_20_29,1478,1,2,22,0.6417727253653787,0.6394999921321869,0.13636363636363635,raw
human,observed,young_20_29,1478,1,3,22,0.7249090861190449,0.7205000221729279,0.045454545454545456,raw
human,observed,young_20_29,1478,1,4,21,0.85090476558322,0.8320000171661377,0.047619047619047616,raw
human,observed,young_20_29,4398,1,1,27,0.475925925705168,0.4839999973773956,0.07407407407407407,raw
human,observed,young_20_29,4398,1,2,27,0.5475185204435278,0.550000011920929,0.07407407407407407,raw
human,observed,young_20_29,4398,1,3,26,0.5888076928945688,0.5849999785423279,0.07692307692307693,raw
human,observed,young_20_29,4398,1,4,26,0.6735769189321078,0.6674999892711639,0.0,raw
human,observed,young_20_29,4398,0,1,27,0.453000001333378,0.453000009059906,0.0,raw
human,observed,young_20_29,4398,0,2,27,0.4903333341633832,0.488999992609024,0.0,raw
human,observed,young_20_29,4398,0,3,26,0.5290000003117782,0.5284999907016754,0.0,raw
human,observed,young_20_29,4398,0,4,26,0.6139230705224551,0.5979999899864197,0.0,raw
human,observed,young_20_29,2553,0,1,27,0.49318518462004485,0.4979999959468841,0.0,raw
human,observed,young_20_29,2553,0,2,26,0.5378846159348121,0.5379999876022339,0.0,raw
human,observed,young_20_29,2553,0,3,26,0.5781538440630987,0.5810000002384186,0.0,raw
human,observed,young_20_29,2553,0,4,26,0.6617692250471848,0.6539999842643738,0.0,raw
human,observed,older_80_89,6609,0,1,171,0.9090116958172001,0.9210000038146972,0.0,raw
human,observed,older_80_89,6609,0,2,171,1.0235964903357433,1.024999976158142,0.0,raw
human,observed,older_80_89,6609,0,3,171,1.1420467840997797,1.1419999599456787,0.0,raw
human,observed,older_80_89,6609,0,4,171,1.5371169590810587,1.35099995136261,0.0,raw
human,observed,older_80_89,984,0,1,172,0.661773257477339,0.6800000071525574,0.046511627906976744,raw
human,observed,older_80_89,984,0,2,172,0.7613372064607088,0.7599999904632568,0.005813953488372093,raw
human,observed,older_80_89,984,0,3,172,0.8404767430105875,0.8389999866485596,0.005813953488372093,raw
human,observed,older_80_89,984,0,4,172,1.1030581382124922,0.9905000030994415,0.011627906976744186,raw
human,observed,older_80_89,6609,1,1,172,0.9741686021172723,0.9845000207424164,0.01744186046511628,raw
human,observed,older_80_89,6609,1,2,171,1.0888538019001832,1.0880000591278076,0.0,raw
human,observed,older_80_89,6609,1,3,171,1.200228069957934,1.2000000476837158,0.005847953216374269,raw
human,observed,older_80_89,6609,1,4,171,1.57876023423602,1.406999945640564,0.005847953216374269,raw
human,observed,older_80_89,2410,0,1,157,0.6453566896687647,0.6510000228881836,0.03184713375796178,raw
human,observed,older_80_89,2410,0,2,157,0.7263630556452806,0.7269999980926514,0.0,raw
human,observed,older_80_89,2410,0,3,157,0.7974267472886736,0.796999990940094,0.012738853503184714,raw
human,observed,older_80_89,2410,0,4,156,1.0084871833141034,0.9249999821186066,0.00641025641025641,raw
human,observed,older_80_89,984,1,1,170,0.7145235301817164,0.7360000014305115,0.13529411764705881,raw
human,observed,older_80_89,984,1,2,170,0.8467999970211703,0.847000002861023,0.03529411764705882,raw
human,observed,older_80_89,984,1,3,170,0.9488705884007846,0.9514999985694885,0.023529411764705882,raw
human,observed,older_80_89,984,1,4,170,1.2347529446377474,1.1240000128746033,0.01764705882352941,raw
human,observed,older_80_89,3403,0,1,128,0.6368828112026677,0.6470000147819519,0.015625,raw
human,observed,older_80_89,3403,0,2,128,0.704156250692904,0.703000009059906,0.0078125,raw
human,observed,older_80_89,3403,0,3,127,0.7649448804967985,0.7649999856948853,0.0,raw
human,observed,older_80_89,3403,0,4,127,0.9312992114720382,0.8809999823570251,0.015748031496062992,raw
human,observed,older_80_89,3403,1,1,127,0.6922125973570066,0.7039999961853027,0.05511811023622047,raw
human,observed,older_80_89,3403,1,2,126,0.8029047624459342,0.8029999732971191,0.023809523809523808,raw
human,observed,older_80_89,3403,1,3,126,0.8932698439984095,0.8914999961853027,0.015873015873015872,raw
human,observed,older_80_89,3403,1,4,126,1.1088095222200667,1.0509999990463257,0.031746031746031744,raw
human,observed,older_80_89,2410,1,1,156,0.6884166674736218,0.699999988079071,0.14102564102564102,raw
human,observed,older_80_89,2410,1,2,155,0.7916645107730742,0.7900000214576721,0.05806451612903226,raw
human,observed,older_80_89,2410,1,3,155,0.8863548432627032,0.8799999952316284,0.03870967741935484,raw
human,observed,older_80_89,2410,1,4,155,1.1462645169227355,1.0499999523162842,0.01935483870967742,raw
model,0,young_20_29,2918,0,1,163,0.42523509902226514,0.4387717755992815,0.018404907975460124,raw
model,0,young_20_29,2918,0,2,162,0.5469565618733674,0.5467467419552823,0.012345679012345678,raw
model,0,young_20_29,2918,0,3,162,0.6323119386380686,0.6334788829322752,0.024691358024691357,raw
model,0,young_20_29,2918,0,4,162,0.7508757948098647,0.7350581476164519,0.04938271604938271,raw
model,0,young_20_29,2918,1,1,162,0.598902111001747,0.6198601925959695,0.345679012345679,raw
model,0,young_20_29,2918,1,2,162,0.7738653354114773,0.7746413703279242,0.11728395061728394,raw
model,0,young_20_29,2918,1,3,162,0.8841505165511602,0.8806391169081597,0.08641975308641975,raw
model,0,young_20_29,2918,1,4,162,1.0458563015749027,1.0343612422750934,0.037037037037037035,raw
model,0,young_20_29,899,1,1,26,0.623097976802822,0.646789053614828,0.2692307692307692,raw
model,0,young_20_29,899,1,2,25,0.7785546408856118,0.779933860379367,0.08,raw
model,0,young_20_29,899,1,3,25,0.8812960561174695,0.8744345912360761,0.12,raw
model,0,young_20_29,899,1,4,25,1.0589490522736882,1.0399455214802598,0.0,raw
model,0,young_20_29,182,1,1,34,0.5931039632884147,0.6050104820669959,0.35294117647058826,raw
model,0,young_20_29,182,1,2,34,0.7626156188110184,0.7646808515338328,0.058823529411764705,raw
model,0,young_20_29,182,1,3,34,0.8920060131317104,0.8904510581444909,0.058823529411764705,raw
model,0,young_20_29,182,1,4,33,1.062518158613286,1.0240115413407775,0.09090909090909091,raw
model,0,young_20_29,5256,1,1,24,0.6155211643381077,0.6166614712801821,0.20833333333333334,raw
model,0,young_20_29,5256,1,2,23,0.7982512111070313,0.8041031615395624,0.17391304347826086,raw
model,0,young_20_29,5256,1,3,23,0.8936211923659176,0.8866122512781717,0.08695652173913043,raw
model,0,young_20_29,5256,1,4,23,1.0557050415016966,1.01285054529294,0.0,raw
model,0,young_20_29,3875,0,1,77,0.4251244458986101,0.4443657786612262,0.012987012987012988,raw
model,0,young_20_29,3875,0,2,77,0.5378532403628797,0.5385235453314184,0.025974025974025976,raw
model,0,young_20_29,3875,0,3,77,0.6258265890472536,0.6237856341519986,0.03896103896103896,raw
model,0,young_20_29,3875,0,4,76,0.7630265537796149,0.7383879442271993,0.02631578947368421,raw
model,0,young_20_29,899,0,1,26,0.41547310980417596,0.43394939676498945,0.0,raw
