source,seed_id,analysis_group,user_id,congruency,rt_bin,n_trials,mean_rt,median_rt,error_rate,scheme
model,3,older_80_89,2410,1,2,155,1.037153971854367,1.038414741863112,0.05161290322580645,raw
model,3,older_80_89,2410,1,3,155,1.214706823055213,1.208034249091268,0.01935483870967742,raw
model,3,older_80_89,2410,1,4,155,1.505476421669145,1.4636423134284722,0.025806451612903226,raw
model,4,young_20_29,2918,0,1,163,0.4331510461824817,0.4509757001108367,0.012269938650306749,raw
model,4,young_20_29,2918,0,2,162,0.5489755944156599,0.5488843818264679,0.018518518518518517,raw
model,4,young_20_29,2918,0,3,162,0.6267491613118303,0.6259984835377468,0.024691358024691357,raw
model,4,young_20_29,2918,0,4,162,0.75098656180909,0.7321249000131627,0.006172839506172839,raw
model,4,young_20_29,2918,1,1,162,0.6107837179996912,0.6295954464014196,0.3333333333333333,raw
model,4,young_20_29,2918,1,2,162,0.7675860383258668,0.765720726501099,0.16049382716049382,raw
model,4,young_20_29,2918,1,3,162,0.8810540890378242,0.8777310942424763,0.07407407407407407,raw
model,4,young_20_29,2918,1,4,162,1.0456403451420158,1.020766083296894,0.012345679012345678,raw
model,4,young_20_29,899,1,1,26,0.6458782922826406,0.6716236074693573,0.3076923076923077,raw
model,4,young_20_29,899,1,2,25,0.7712765857690485,0.7723673459935273,0.2,raw
model,4,young_20_29,899,1,3,25,0.8838275273972426,0.8894164833417327,0.08,raw
model,4,young_20_29,899,1,4,25,1.0402844359820476,1.022575052001362,0.04,raw
model,4,young_20_29,182,1,1,34,0.5884425553682424,0.6067759586641799,0.35294117647058826,raw
model,4,young_20_29,182,1,2,34,0.7713999269906247,0.7683130373661226,0.08823529411764706,raw
model,4,young_20_29,182,1,3,34,0.8894185323953661,0.8863383797249278,0.058823529411764705,raw
model,4,young_20_29,182,1,4,33,1.0474184339767172,1.0295219995799494,0.0,raw
model,4,young_20_29,5256,1,1,24,0.6040517246011509,0.6413534674531018,0.16666666666666666,raw
model,4,young_20_29,5256,1,2,23,0.7862379382818449,0.7890622872860797,0.043478260869565216,raw
model,4,young_20_29,5256,1,3,23,0.8951133705866311,0.8905712121202191,0.08695652173913043,raw
model,4,young_20_29,5256,1,4,23,1.0350617821768804,1.0236408343287398,0.08695652173913043,raw
model,4,young_20_29,3875,0,1,77,0.4407575307975209,0.4610976023000601,0.012987012987012988,raw
model,4,young_20_29,3875,0,2,77,0.5455609837207532,0.5470921864866872,0.0,raw
model,4,young_20_29,3875,0,3,77,0.6320458315112317,0.6316302027240701,0.0,raw
model,4,young_20_29,3875,0,4,76,0.7547148505026859,0.7371307457809192,0.05263157894736842,raw
model,4,young_20_29,899,0,1,26,0.42629077958340045,0.4447555871592124,0.0,raw
model,4,young_20_29,899,0,2,26,0.5300747311645932,0.5314589243587147,0.038461538461538464,raw
model,4,young_20_29,899,0,3,25,0.6342943189165501,0.6295452558500456,0.0,raw
model,4,young_20_29,899,0,4,25,0.7386003948922797,0.7163813012325616,0.08,raw
model,4,young_20_29,677,0,1,29,0.40499230826673105,0.4341866486679846,0.0,raw
model,4,young_20_29,677,0,2,28,0.531633635374709,0.5312796285177634,0.0,raw
model,4,young_20_29,677,0,3,28,0.6153621182302939,0.6095259098772225,0.03571428571428571,raw
model,4,young_20_29,677,0,4,28,0.7536611668273245,0.7290715488857278,0.0,raw
model,4,young_20_29,5675,0,1,147,0.4289605849411811,0.4486833606498228,0.013605442176870748,raw
model,4,young_20_29,5675,0,2,147,0.5522854329534612,0.5513534563524665,0.013605442176870748,raw
model,4,young_20_29,5675,0,3,147,0.6432237395573577,0.6454237224516108,0.02040816326530612,raw
model,4,young_20_29,5675,0,4,146,0.7664843850917276,0.7505006595815003,0.0136986301369863,raw
model,4,young_20_29,5675,1,1,145,0.6054266736702157,0.6303736339557429,0.3931034482758621,raw
model,4,young_20_29,5675,1,2,145,0.783266224034997,0.7827908787649978,0.11724137931034483,raw
model,4,young_20_29,5675,1,3,145,0.8899813891009016,0.8873753093983519,0.08275862068965517,raw
model,4,young_20_29,5675,1,4,145,1.058032784565643,1.041666187433393,0.013793103448275862,raw
model,4,young_20_29,2553,1,1,27,0.6547782377844539,0.666880740356582,0.2962962962962963,raw
model,4,young_20_29,2553,1,2,27,0.7687783987634156,0.7637219249949997,0.1111111111111111,raw
model,4,young_20_29,2553,1,3,27,0.8943379892828486,0.8909813173591669,0.037037037037037035,raw
model,4,young_20_29,2553,1,4,26,1.0626052890653719,1.0453186184207963,0.038461538461538464,raw
model,4,young_20_29,7862,0,1,30,0.4533883618832164,0.46485733212426417,0.0,raw
model,4,young_20_29,7862,0,2,30,0.5573447470148687,0.5556825127865677,0.0,raw
model,4,young_20_29,7862,0,3,30,0.6392207836086198,0.6377214204322639,0.03333333333333333,raw
model,4,young_20_29,7862,0,4,30,0.7378986190936635,0.7377473782741011,0.0,raw
model,4,young_20_29,7862,1,1,31,0.6273923741461417,0.6502361596125568,0.3870967741935484,raw
model,4,young_20_29,7862,1,2,31,0.7807024236195427,0.7809620453194203,0.0967741935483871,raw
model,4,young_20_29,7862,1,3,30,0.8733155816903226,0.8698768614932713,0.06666666666666667,raw
model,4,young_20_29,7862,1,4,30,1.0049154151085395,0.991838443249352,0.06666666666666667,raw
model,4,young_20_29,677,1,1,29,0.5838266346383718,0.5904400296412966,0.3793103448275862,raw
model,4,young_20_29,677,1,2,28,0.7741626584753585,0.7785812677842898,0.14285714285714285,raw
model,4,young_20_29,677,1,3,28,0.8972233335623953,0.899684594673992,0.0,raw
model,4,young_20_29,677,1,4,28,1.056229693294611,1.0379333570048195,0.07142857142857142,raw
model,4,young_20_29,3875,1,1,77,0.6137136111798822,0.6254646206826575,0.22077922077922077,raw
model,4,young_20_29,3875,1,2,77,0.7765538315038548,0.7779425168615702,0.09090909090909091,raw
model,4,young_20_29,3875,1,3,77,0.8777641861913172,0.8742555274553833,0.06493506493506493,raw
model,4,young_20_29,3875,1,4,77,1.022345623444376,1.0011273130342575,0.025974025974025976,raw
model,4,young_20_29,4790,0,1,25,0.42866892745279644,0.451161670275025,0.0,raw
model,4,young_20_29,4790,0,2,25,0.5488913995282446,0.5422985476778546,0.0,raw
model,4,young_20_29,4790,0,3,25,0.6338126830882652,0.634697066888067,0.0,raw
model,4,young_20_29,4790,0,4,24,0.7490075512809611,0.7316320242542633,0.0,raw
model,4,young_20_29,1478,0,1,22,0.45277132717388474,0.4671520229258347,0.0,raw
model,4,young_20_29,1478,0,2,22,0.5440219350585604,0.5481049873046612,0.0,raw
model,4,young_20_29,1478,0,3,22,0.6252134679447308,0.6219226638546416,0.0,raw
model,4,young_20_29,1478,0,4,22,0.7492255564171988,0.7302494998127338,0.0,raw
model,4,young_20_29,5256,0,1,23,0.43315787769736835,0.4351219032299433,0.0,raw
model,4,young_20_29,5256,0,2,23,0.5327420775715238,0.5388790487211235,0.043478260869565216,raw
model,4,young_20_29,5256,0,3,22,0.6135877865297172,0.6111534984991169,0.0,raw
model,4,young_20_29,5256,0,4,22,0.7251994770059159,0.7071202089528327,0.0,raw
model,4,young_20_29,182,0,1,34,0.4327747930647666,0.4376513524123967,0.0,raw
model,4,young_20_29,182,0,2,34,0.5513186853803792,0.5459990709693803,0.0,raw
model,4,young_20_29,182,0,3,34,0.6262144683522254,0.6124126620626007,0.058823529411764705,raw
model,4,young_20_29,182,0,4,34,0.7674815647793023,0.7629631904925092,0.08823529411764706,raw
model,4,young_20_29,4790,1,1,25,0.6263102574247328,0.6307755849356125,0.2,raw
model,4,young_20_29,4790,1,2,25,0.773023342768901,0.7719703970566754,0.16,raw
model,4,young_20_29,4790,1,3,24,0.8924549510861604,0.8883175344632848,0.08333333333333333,raw
model,4,young_20_29,4790,1,4,24,1.0659974619171297,1.0539894323271652,0.0,raw
model,4,young_20_29,1478,1,1,22,0.5806093132416575,0.6171862422400511,0.4090909090909091,raw
model,4,young_20_29,1478,1,2,22,0.7530498324744784,0.7547836612081231,0.0,raw
model,4,young_20_29,1478,1,3,22,0.8917119570439943,0.8791703146326978,0.0,raw
model,4,young_20_29,1478,1,4,21,1.0939411085290711,1.0680075032342389,0.0,raw
model,4,young_20_29,4398,1,1,27,0.596284927826846,0.6282203575155809,0.25925925925925924,raw
model,4,young_20_29,4398,1,2,27,0.7651674045016477,0.767744110412,0.1111111111111111,raw
model,4,young_20_29,4398,1,3,26,0.9011147892486812,0.9145662952276618,0.038461538461538464,raw
model,4,young_20_29,4398,1,4,26,1.0729664455932206,1.0382244647338974,0.0,raw
model,4,young_20_29,4398,0,1,27,0.42161352282851117,0.4287443697433006,0.0,raw
model,4,young_20_29,4398,0,2,27,0.5565467792010692,0.5654182922340268,0.037037037037037035,raw
model,4,young_20_29,4398,0,3,26,0.6265743371499397,0.6229911825658965,0.0,raw
model,4,young_20_29,4398,0,4,26,0.735161332828967,0.7237073441198851,0.07692307692307693,raw
model,4,young_20_29,2553,0,1,27,0.4084737956901904,0.4189931156183245,0.0,raw
model,4,young_20_29,2553,0,2,26,0.536752584836939,0.527666286744556,0.038461538461538464,raw
model,4,young_20_29,2553,0,3,26,0.6248157667356445,0.6271178734634123,0.0,raw
model,4,young_20_29,2553,0,4,26,0.7227613448646648,0.7086836252544437,0.0,raw
model,4,older_80_89,6609,0,1,171,0.5043191310442607,0.5374357883956451,0.005847953216374269,raw
model,4,older_80_89,6609,0,2,171,0.725701774073862,0.7244136108174218,0.0,raw
model,4,older_80_89,6609,0,3,171,0.9043746362963297,0.9053025210145976,0.017543859649122806,raw
model,4,older_80_89,6609,0,4,171,1.1580509952081328,1.121072728738325,0.005847953216374269,raw
model,4,older_80_89,984,0,1,172,0.4970347427526728,0.524527736893242,0.005813953488372093,raw
model,4,older_80_89,984,0,2,172,0.7248424968892621,0.7329207041248063,0.005813953488372093,raw
model,4,older_80_89,984,0,3,172,0.87372982123556,0.8745707257315962,0.01744186046511628,raw
model,4,older_80_89,984,0,4,172,1.1124838633448555,1.075618688217606,0.023255813953488372,raw
model,4,older_80_89,6609,1,1,172,0.7781344093926925,0.8120736423742849,0.12209302325581395,raw
model,4,older_80_89,6609,1,2,171,1.0233709657581627,1.0275508552190151,0.04678362573099415,raw
model,4,older_80_89,6609,1,3,171,1.2104199037911332,1.2084381499491146,0.05263157894736842,raw
model,4,older_80_89,6609,1,4,171,1.4927155701247625,1.4396415073441822,0.03508771929824561,raw
model,4,older_80_89,2410,0,1,157,0.5254765041992777,0.5503678092844102,0.006369426751592357,raw
model,4,older_80_89,2410,0,2,157,0.7357299022604119,0.73613010412079,0.0,raw
model,4,older_80_89,2410,0,3,157,0.8985283854140753,0.8992153890272359,0.03184713375796178,raw
model,4,older_80_89,2410,0,4,156,1.1491884103937786,1.1055470219834533,0.00641025641025641,raw
model,4,older_80_89,984,1,1,170,0.7747965019191231,0.8119746665028098,0.11764705882352941,raw
model,4,older_80_89,984,1,2,170,1.0106642813194155,1.0097311369158795,0.052941176470588235,raw
model,4,older_80_89,984,1,3,170,1.1852486532089295,1.1796707981098606,0.041176470588235294,raw
model,4,older_80_89,984,1,4,170,1.469838863351334,1.4432987148271756,0.023529411764705882,raw
model,4,older_80_89,3403,0,1,128,0.5467110409977172,0.5644158163837002,0.0078125,raw
model,4,older_80_89,3403,0,2,128,0.7336154674922857,0.7374949974746645,0.015625,raw
model,4,older_80_89,3403,0,3,127,0.8880867002438775,0.8861340256144798,0.0,raw
model,4,older_80_89,3403,0,4,127,1.1604945095221884,1.1276017415884476,0.007874015748031496,raw
model,4,older_80_89,3403,1,1,127,0.7859482332936031,0.8202638710453087,0.14173228346456693,raw
model,4,older_80_89,3403,1,2,126,1.030601546710673,1.028609309061785,0.06349206349206349,raw
model,4,older_80_89,3403,1,3,126,1.2033260876409095,1.1870795742928149,0.031746031746031744,raw
model,4,older_80_89,3403,1,4,126,1.507412274740831,1.4779176031532388,0.015873015873015872,raw
model,4,older_80_89,2410,1,1,156,0.7949507112858262,0.8220922937380879,0.07051282051282051,raw
model,4,older_80_89,2410,1,2,155,1.0407579349977358,1.042232662507681,0.025806451612903226,raw
model,4,older_80_89,2410,1,3,155,1.220969301678554,1.221017572268959,0.03870967741935484,raw
model,4,older_80_89,2410,1,4,155,1.4807259420401306,1.454418949926239,0.03225806451612903,raw
model,5,young_20_29,2918,0,1,163,0.4284483788571244,0.4467274822239956,0.03680981595092025,raw
model,5,young_20_29,2918,0,2,162,0.5441995282491991,0.5463927231682827,0.006172839506172839,raw
model,5,young_20_29,2918,0,3,162,0.6286806703375052,0.6298101015995554,0.018518518518518517,raw
model,5,young_20_29,2918,0,4,162,0.7509891439274794,0.7423790005437507,0.006172839506172839,raw
