age_group,analysis_group,trial_output_index,row_index,target_direction,flanker_direction,final_response,correct,rt,decision_time,t0,hard_first_crossing_channel,evidence_winner_at_crossing,state_winner_at_crossing,winner_runner_up_evidence_gap,winner_runner_up_state_gap,fallback_used,response_type,error_source_category,rt_quantile_bin
Older,older_80_89,1057,3485,0,2,2,False,1.4216478663351533,0.79,0.6316478663351532,0,0,0,0.7394235134124756,0.011989489197731018,True,flanker,fallback,5
Older,older_80_89,1060,19161,0,2,2,False,1.090624982292881,0.23,0.8606249822928811,2,2,2,0.14234966039657593,0.04996500909328461,False,flanker,evidence-origin,4
Older,older_80_89,1061,30074,0,1,0,True,1.4563596368429002,0.75,0.7063596368429002,0,0,0,1.0448007583618164,0.06968438625335693,False,target,correct,5
Older,older_80_89,1062,12354,3,1,1,False,1.1484477979649006,0.08,1.0684477979649005,1,1,1,1.1872116327285767,0.05535159260034561,False,flanker,evidence-origin,4
Older,older_80_89,1063,30673,1,0,1,True,0.614294438613679,0.15,0.46429443861367903,0,0,0,0.5642889738082886,0.06023019552230835,False,target,correct,1
Older,older_80_89,1064,27668,1,3,3,False,0.7987124491428719,0.11,0.6887124491428719,3,3,3,0.8586244583129883,0.056022390723228455,False,flanker,evidence-origin,2
Older,older_80_89,1065,6825,0,1,0,True,1.0862792927543312,0.3,0.7862792927543312,0,0,0,1.4278936386108398,0.027628935873508453,False,target,correct,4
Older,older_80_89,1066,3942,0,1,0,True,1.3677711814698004,0.79,0.5777711814698003,0,0,0,0.9524543285369873,0.0707552507519722,True,target,correct,5
Older,older_80_89,1071,17338,3,1,3,True,1.6719734218265907,0.75,0.9219734218265907,3,3,3,0.7382010221481323,0.029035411775112152,False,target,correct,5
Older,older_80_89,1072,1146,3,2,3,True,1.4018977954745422,0.22,1.1818977954745422,2,2,2,0.2938937246799469,0.059142276644706726,False,target,correct,5
Older,older_80_89,1075,5602,3,1,1,False,0.9005091170579013,0.08,0.8205091170579013,1,1,1,1.0325655937194824,0.0512390211224556,False,flanker,evidence-origin,2
Older,older_80_89,1076,9994,3,0,3,True,0.7805448992938764,0.11,0.6705448992938764,0,0,0,1.233819842338562,0.06742444634437561,False,target,correct,2
Older,older_80_89,1077,16874,2,3,2,True,0.8702813765854707,0.16,0.7102813765854706,3,3,3,0.6814841628074646,0.06374482065439224,False,target,correct,2
Older,older_80_89,1078,9050,0,3,0,True,1.480388152149399,0.75,0.7303881521493989,0,0,0,1.1439787149429321,0.02525467425584793,False,target,correct,5
Older,older_80_89,1082,2401,3,1,1,False,1.193194970637032,0.09,1.1031949706370319,1,1,1,0.9808756113052368,0.05253419280052185,False,flanker,evidence-origin,4
Older,older_80_89,1083,18226,0,2,2,False,1.093887708192308,0.23,0.863887708192308,2,2,2,0.380235880613327,0.05659561604261398,False,flanker,evidence-origin,4
Older,older_80_89,1084,19733,1,3,1,True,0.7419374018017767,0.13,0.6119374018017767,3,3,3,0.1995064616203308,0.0455612987279892,False,target,correct,1
Older,older_80_89,1087,24636,3,2,3,True,1.3909159634600727,0.47000000000000003,0.9209159634600728,3,3,3,0.9362510442733765,0.034090861678123474,False,target,correct,5
Older,older_80_89,1088,12272,0,2,2,False,0.9746080622365977,0.14,0.8346080622365977,2,2,2,0.6240116953849792,0.05326411873102188,False,flanker,evidence-origin,3
Older,older_80_89,1092,12289,1,2,1,True,1.2028804441895762,0.31,0.8928804441895761,1,1,1,1.0374820232391357,0.04245021939277649,False,target,correct,4
Older,older_80_89,1093,21470,1,2,1,True,1.310225648645095,0.58,0.730225648645095,1,1,1,0.7560220956802368,0.03510881960391998,False,target,correct,5
Older,older_80_89,1094,5412,0,1,0,True,1.2834299172958,0.65,0.6334299172957999,0,0,0,0.9503123760223389,0.05562824755907059,False,target,correct,5
Older,older_80_89,1095,14054,1,0,0,False,0.6464691814472132,0.12,0.5264691814472132,0,0,0,0.9522259831428528,0.06639426201581955,False,flanker,evidence-origin,1
Older,older_80_89,1097,12033,0,1,0,True,1.0861829129873677,0.08,1.0061829129873676,1,1,1,1.4829528331756592,0.06267919391393661,False,target,correct,4
Older,older_80_89,1098,6036,0,3,0,True,1.0890688316252746,0.78,0.30906883162527454,0,0,0,1.1562511920928955,0.023090243339538574,False,target,correct,4
Older,older_80_89,1102,23155,1,0,0,False,0.7856808562231492,0.08,0.7056808562231492,0,0,0,1.3635337352752686,0.0612492710351944,False,flanker,evidence-origin,2
Older,older_80_89,1105,19752,2,0,2,True,1.087907869465266,0.1,0.987907869465266,0,0,0,0.9385561943054199,0.05501401424407959,False,target,correct,4
Older,older_80_89,1107,10397,2,3,2,True,1.2749836975386972,0.16,1.1149836975386973,3,3,3,0.5059647560119629,0.05931901931762695,False,target,correct,4
Older,older_80_89,1108,17581,0,2,2,False,0.7308716942448086,0.17,0.5608716942448085,2,2,2,0.33602651953697205,0.05016190558671951,False,flanker,evidence-origin,1
Older,older_80_89,1111,23978,0,3,0,True,1.1394528113112214,0.13,1.0094528113112213,3,3,3,0.35286426544189453,0.052101925015449524,False,target,correct,4
Older,older_80_89,1113,10169,3,1,3,True,1.390515433406508,0.77,0.6205154334065079,3,3,3,0.7509251832962036,0.03302690386772156,False,target,correct,5
Older,older_80_89,1114,16398,3,2,3,True,0.6085557234946961,0.12,0.4885557234946961,2,2,2,0.9966812133789062,0.06386296451091766,False,target,correct,1
Older,older_80_89,1120,26211,0,3,0,True,1.7328043671845579,0.72,1.012804367184558,0,0,0,1.0266517400741577,0.05988730490207672,False,target,correct,5
Older,older_80_89,1121,4266,2,3,3,False,0.5928792921006599,0.14,0.4528792921006599,3,3,3,0.6420875787734985,0.059428222477436066,False,flanker,evidence-origin,1
Older,older_80_89,1124,5263,0,3,0,True,0.8384076855406026,0.31,0.5284076855406026,0,0,0,0.39614272117614746,0.03526971489191055,False,target,correct,2
Older,older_80_89,1126,28035,0,1,0,True,1.5614255268690869,0.77,0.7914255268690868,0,0,0,1.0083187818527222,0.06342383474111557,False,target,correct,5
Older,older_80_89,1127,3584,0,2,2,False,1.3329392767549377,0.16,1.1729392767549378,2,2,2,0.3953823447227478,0.047018393874168396,False,flanker,evidence-origin,5
Older,older_80_89,1129,3286,1,0,1,True,1.1080155616171057,0.14,0.9680155616171057,0,0,0,0.7220868468284607,0.06488986313343048,False,target,correct,4
Older,older_80_89,1130,22928,2,3,2,True,0.7903578309995851,0.16,0.6303578309995851,3,3,3,0.5150294899940491,0.059406936168670654,False,target,correct,2
Older,older_80_89,1131,17797,1,3,3,False,1.1251212535378126,0.07,1.0551212535378125,3,3,3,0.9516932964324951,0.04612407088279724,False,flanker,evidence-origin,4
Older,older_80_89,1132,10651,1,2,1,True,1.5352852414330689,0.71,0.8252852414330689,1,1,1,1.1549184322357178,0.06525436788797379,False,target,correct,5
Older,older_80_89,1133,2291,1,3,3,False,0.972407415558593,0.13,0.842407415558593,3,3,3,0.7062903642654419,0.054855719208717346,False,flanker,evidence-origin,3
Older,older_80_89,1135,3864,0,1,0,True,1.4285496012602683,0.79,0.6385496012602683,0,0,0,0.8861088752746582,0.061256252229213715,True,target,correct,5
Older,older_80_89,1136,28850,2,3,2,True,1.1842502615094634,0.74,0.44425026150946345,2,2,2,0.8964890241622925,0.026128746569156647,False,target,correct,4
Older,older_80_89,1138,34219,3,1,3,True,1.2568904575166997,0.49,0.7668904575166997,3,3,3,0.8396468758583069,0.040542058646678925,False,target,correct,4
Older,older_80_89,1139,21479,0,3,3,False,0.9497312305546803,0.44,0.5097312305546804,3,3,3,0.8835374116897583,0.05319707840681076,False,flanker,evidence-origin,3
Older,older_80_89,1140,20353,3,1,3,True,1.4319739719915028,0.65,0.7819739719915028,3,3,3,0.7134504318237305,0.05521748960018158,False,target,correct,5
Older,older_80_89,1141,27052,2,3,2,True,0.9147234663279334,0.16,0.7547234663279334,3,3,3,0.4888131022453308,0.05795454978942871,False,target,correct,2
Older,older_80_89,1143,165,1,3,1,True,0.9367631541571779,0.16,0.7767631541571779,3,1,3,0.153420090675354,0.03616967797279358,False,target,correct,3
Older,older_80_89,1144,5265,0,3,0,True,1.467473140575864,0.71,0.7574731405758641,0,0,0,0.8588957786560059,0.05334284156560898,False,target,correct,5
Older,older_80_89,1145,8734,3,2,3,True,1.3467423121437019,0.6,0.7467423121437019,3,3,3,0.7394963502883911,0.04237152636051178,False,target,correct,5
Older,older_80_89,1147,25284,3,2,3,True,1.1230973451017416,0.24,0.8830973451017416,2,2,2,0.31688427925109863,0.06272117793560028,False,target,correct,4
Older,older_80_89,1149,31026,2,1,2,True,1.0792052276845543,0.22,0.8592052276845543,1,1,1,0.4479970335960388,0.05443258583545685,False,target,correct,4
Older,older_80_89,1150,15040,3,2,3,True,0.9848910957015024,0.2,0.7848910957015023,2,2,2,0.22071030735969543,0.05730787664651871,False,target,correct,3
Older,older_80_89,1153,23512,2,3,2,True,1.7891558754465477,0.6,1.1891558754465477,2,2,2,0.5983544588088989,0.021766819059848785,False,target,correct,5
Older,older_80_89,1154,11530,2,1,2,True,1.3321570736780863,0.71,0.6221570736780864,2,2,2,0.5885204076766968,0.059205062687397,False,target,correct,5
Older,older_80_89,1158,16700,2,1,2,True,1.0381671984998806,0.4,0.6381671984998806,2,2,2,1.0948930978775024,0.04418066143989563,False,target,correct,3
Older,older_80_89,1161,7821,2,0,2,True,0.9338627374085592,0.13,0.8038627374085592,0,0,0,0.46745964884757996,0.046221546828746796,False,target,correct,3
Older,older_80_89,1162,20603,0,2,0,True,1.6212398746516679,0.79,0.8312398746516678,0,0,0,1.0533432960510254,0.05146025866270065,True,target,correct,5
Older,older_80_89,1163,19806,0,2,2,False,1.7764228217509328,0.79,0.9864228217509328,0,0,0,0.7764440774917603,0.013775408267974854,True,flanker,fallback,5
Older,older_80_89,1164,23220,3,2,3,True,1.3897900645694616,0.59,0.7997900645694617,3,3,3,0.7086226940155029,0.04433188587427139,False,target,correct,5
Older,older_80_89,1166,31945,0,3,0,True,1.5864503961389538,0.76,0.8264503961389538,0,0,0,1.0341817140579224,0.03404104709625244,False,target,correct,5
Older,older_80_89,1167,11806,2,1,2,True,1.0937507933687087,0.4,0.6937507933687087,2,2,2,1.0394985675811768,0.04075372964143753,False,target,correct,4
Older,older_80_89,1168,14430,2,0,2,True,1.1413270934466444,0.11,1.0313270934466443,0,0,0,0.8044150471687317,0.05243181437253952,False,target,correct,4
Older,older_80_89,1170,25923,0,1,0,True,0.9418990232211962,0.14,0.8018990232211962,1,1,1,0.5075944662094116,0.05874977260828018,False,target,correct,3
Older,older_80_89,1174,29958,0,2,2,False,1.6399331358461304,0.79,0.8499331358461304,0,0,0,0.965348482131958,0.03658289462327957,True,flanker,fallback,5
Older,older_80_89,1175,24179,1,2,1,True,1.7312725185729783,0.76,0.9712725185729782,1,1,1,1.0369502305984497,0.059748053550720215,False,target,correct,5
Older,older_80_89,1178,16623,0,2,2,False,0.8213213582742661,0.12,0.7013213582742661,2,2,2,0.9201518297195435,0.058685243129730225,False,flanker,evidence-origin,2
Older,older_80_89,1180,5292,3,0,3,True,0.9690887714429088,0.14,0.8290887714429088,0,0,0,0.9201746582984924,0.06313085556030273,False,target,correct,3
Older,older_80_89,1184,7649,1,2,1,True,1.4110970632094793,0.3,1.1110970632094792,1,1,1,1.0683019161224365,0.021883800625801086,False,target,correct,5
Older,older_80_89,1185,2954,1,2,1,True,0.6134695774936125,0.11,0.5034695774936125,2,2,2,1.0332818031311035,0.06350509077310562,False,target,correct,1
Older,older_80_89,1186,241,3,1,3,True,0.8183476057028066,0.11,0.7083476057028066,1,1,1,0.8354521989822388,0.05229877680540085,False,target,correct,2
Older,older_80_89,1187,6263,0,1,0,True,1.0700181416087229,0.12,0.9500181416087229,1,1,1,0.7459786534309387,0.06152143329381943,False,target,correct,4
Older,older_80_89,1189,12921,3,2,3,True,1.0962823237705583,0.4,0.6962823237705583,3,3,3,1.2358192205429077,0.023551248013973236,False,target,correct,4
Older,older_80_89,1190,15537,2,3,2,True,1.1143423154207885,0.22,0.8943423154207886,3,3,3,0.08007895946502686,0.04948726296424866,False,target,correct,4
Older,older_80_89,1192,25205,3,2,2,False,1.1951957723013713,0.1,1.0951957723013712,2,2,2,1.2747701406478882,0.06501834839582443,False,flanker,evidence-origin,4
Older,older_80_89,1194,3488,2,3,2,True,1.0854879746450308,0.23,0.8554879746450308,3,3,3,0.20485737919807434,0.052132077515125275,False,target,correct,4
Older,older_80_89,1197,28704,0,1,0,True,0.6367871975860857,0.06,0.5767871975860857,1,1,1,1.8507503271102905,0.06468423455953598,False,target,correct,1
Older,older_80_89,1198,608,0,1,0,True,0.9120690527668696,0.29,0.6220690527668695,0,0,0,1.52444589138031,0.030897200107574463,False,target,correct,2
Older,older_80_89,1199,28153,2,0,2,True,0.7161752447035574,0.12,0.5961752447035574,0,0,0,0.6513431668281555,0.05304820090532303,False,target,correct,1
Older,older_80_89,1201,25825,3,0,3,True,0.930166802288362,0.16,0.770166802288362,0,0,0,0.6042200326919556,0.061150237917900085,False,target,correct,3
Older,older_80_89,1203,5351,3,0,3,True,0.6162253407207,0.16,0.4562253407207,0,0,0,0.8112252950668335,0.06489043682813644,False,target,correct,1
Older,older_80_89,1204,23619,3,2,3,True,1.2150131902717656,0.43,0.7850131902717656,3,3,3,1.0902551412582397,0.03565937280654907,False,target,correct,4
Older,older_80_89,1205,4138,3,0,3,True,0.7751927634834126,0.11,0.6651927634834126,0,0,0,1.18658447265625,0.06593877077102661,False,target,correct,2
Older,older_80_89,1207,20478,0,3,0,True,1.1780318062145188,0.6900000000000001,0.4880318062145187,0,0,0,1.076412558555603,0.03982449322938919,False,target,correct,4
Older,older_80_89,1209,18826,0,1,0,True,1.104547856076112,0.3,0.8045478560761119,0,0,0,1.527145266532898,0.025363430380821228,False,target,correct,4
Older,older_80_89,1210,5237,2,0,2,True,0.590755181022617,0.11,0.48075518102261705,0,0,0,0.8058395385742188,0.05505786091089249,False,target,correct,1
Older,older_80_89,1211,1221,0,1,1,False,1.6467360306236205,0.79,0.8567360306236205,0,0,0,0.8834689855575562,0.04363507032394409,True,flanker,fallback,5
Older,older_80_89,1213,23864,2,1,1,False,0.8054423490773958,0.07,0.7354423490773958,1,1,1,1.5466793775558472,0.059119485318660736,False,flanker,evidence-origin,2
Older,older_80_89,1214,14868,3,2,3,True,0.8150021423713885,0.13,0.6850021423713885,2,2,2,0.8779129385948181,0.06066015362739563,False,target,correct,2
Older,older_80_89,1215,25005,3,0,0,False,1.1531034497077421,0.1,1.053103449707742,0,0,0,1.2878801822662354,0.06428548693656921,False,flanker,evidence-origin,4
Older,older_80_89,1216,17805,3,2,3,True,0.6691436062367895,0.13,0.5391436062367895,2,2,2,0.8713579773902893,0.06034272164106369,False,target,correct,1
Older,older_80_89,1220,6735,0,2,2,False,0.8180247504203609,0.2,0.6180247504203609,2,2,2,0.4085659980773926,0.053049713373184204,False,flanker,evidence-origin,2
Older,older_80_89,1222,19468,2,3,2,True,1.464498501691206,0.71,0.754498501691206,2,2,2,0.8610379099845886,0.04036107659339905,False,target,correct,5
Older,older_80_89,1223,30636,3,1,1,False,0.838255231099787,0.11,0.728255231099787,1,1,1,0.8815010786056519,0.05396159738302231,False,flanker,evidence-origin,2
Older,older_80_89,1228,17159,3,1,3,True,0.6819115879481086,0.1,0.5819115879481086,1,1,1,0.7751097679138184,0.04873526841402054,False,target,correct,1
Older,older_80_89,1230,19375,0,3,0,True,1.3516830268557636,0.71,0.6416830268557636,0,0,0,1.1123443841934204,0.04552140086889267,False,target,correct,5
Older,older_80_89,1232,10635,3,1,3,True,0.5624796794754325,0.08,0.4824796794754325,1,1,1,0.9619361162185669,0.04667479544878006,False,target,correct,1
Older,older_80_89,1233,28275,3,2,3,True,1.1213686874100588,0.72,0.4013686874100588,3,3,3,0.7742367386817932,0.04643087834119797,False,target,correct,4
Older,older_80_89,1234,5463,1,3,3,False,1.019111358416646,0.18,0.8391113584166461,3,3,3,0.5997695326805115,0.0637897253036499,False,flanker,evidence-origin,3
Older,older_80_89,1235,2798,2,0,2,True,1.6522092357927176,0.56,1.0922092357927176,2,2,2,0.6595087051391602,0.07142991572618484,False,target,correct,5
Older,older_80_89,1236,11865,0,1,0,True,1.5169672539718975,0.65,0.8669672539718974,0,0,0,1.0329853296279907,0.07608471810817719,False,target,correct,5
Older,older_80_89,1237,11608,0,3,0,True,0.9231565181780371,0.1,0.8231565181780371,3,3,3,1.0041848421096802,0.059351541101932526,False,target,correct,3
Older,older_80_89,1239,33460,0,2,2,False,0.654319371265831,0.17,0.4843193712658309,2,2,2,0.5070139169692993,0.05403339862823486,False,flanker,evidence-origin,1
Older,older_80_89,1242,4643,0,1,0,True,0.42635678943107624,0.15,0.2763567894310762,1,1,1,0.6998749375343323,0.061517246067523956,False,target,correct,1
Older,older_80_89,1244,26256,0,1,0,True,1.617436675765689,0.79,0.827436675765689,0,0,0,0.9332665205001831,0.07003702223300934,True,target,correct,5
Older,older_80_89,1245,27355,1,3,3,False,0.895047241197648,0.07,0.8250472411976479,3,3,3,1.0702729225158691,0.05008794367313385,False,flanker,evidence-origin,2
Older,older_80_89,1248,9395,1,2,1,True,0.840235754702356,0.41000000000000003,0.430235754702356,1,1,1,0.7031530737876892,0.045176684856414795,False,target,correct,2
Older,older_80_89,1249,693,0,3,0,True,1.3278039481583885,0.76,0.5678039481583885,0,0,0,1.2715635299682617,0.03385624289512634,False,target,correct,5
Older,older_80_89,1250,8041,3,2,3,True,0.7898108762157641,0.16,0.629810876215764,2,2,2,0.5398160219192505,0.06016607582569122,False,target,correct,2
Older,older_80_89,1254,28479,3,1,1,False,0.7139914299351666,0.06,0.6539914299351666,1,1,1,1.3814889192581177,0.050744280219078064,False,flanker,evidence-origin,1
Older,older_80_89,1260,15129,0,2,2,False,1.525377967222008,0.79,0.735377967222008,0,0,0,0.8837413191795349,0.027005545794963837,True,flanker,fallback,5
Older,older_80_89,1261,7868,1,2,1,True,1.139737983206783,0.4,0.7397379832067831,1,1,1,0.832084059715271,0.04234246909618378,False,target,correct,4
Older,older_80_89,1262,22913,2,0,0,False,0.5290653501016462,0.11,0.41906535010164625,0,0,0,0.9220351576805115,0.05783595144748688,False,flanker,evidence-origin,1
Older,older_80_89,1263,1946,1,3,3,False,0.5244717874768623,0.08,0.4444717874768623,3,3,3,0.8793148398399353,0.047515109181404114,False,flanker,evidence-origin,1
Older,older_80_89,1264,13486,0,2,2,False,0.8598051694495983,0.2,0.6598051694495983,2,2,2,0.28084149956703186,0.05124825984239578,False,flanker,evidence-origin,2
Older,older_80_89,1265,22614,2,3,3,False,0.77891210065318,0.17,0.6089121006531799,3,3,3,0.6536275148391724,0.06354650855064392,False,flanker,evidence-origin,2
Older,older_80_89,1267,8571,1,3,1,True,1.2215504788306557,0.37,0.8515504788306557,1,1,1,0.7793039679527283,0.02956954389810562,False,target,correct,4
Older,older_80_89,1272,7008,0,3,0,True,1.4757408409463697,0.7000000000000001,0.7757408409463696,0,0,0,1.10053551197052,0.053731903433799744,False,target,correct,5
Older,older_80_89,1280,27782,1,2,1,True,1.7247774395130009,0.62,1.104777439513001,1,1,1,0.7624314427375793,0.051755115389823914,False,target,correct,5
Older,older_80_89,1282,542,0,2,2,False,1.8747895202173372,0.79,1.0847895202173372,0,0,0,1.0286924839019775,0.049228496849536896,True,flanker,fallback,5
Older,older_80_89,1283,4179,0,2,2,False,0.8917389620413368,0.11,0.7817389620413369,2,2,2,0.9642012715339661,0.0580785796046257,False,flanker,evidence-origin,2
Older,older_80_89,1284,27465,3,2,3,True,0.7887359007652266,0.15,0.6387359007652266,2,2,2,0.7813991904258728,0.06562981754541397,False,target,correct,2
Older,older_80_89,1285,22382,1,0,1,True,1.7068406222754495,0.71,0.9968406222754496,1,1,1,1.0624573230743408,0.07564440369606018,False,target,correct,5
Older,older_80_89,1286,27695,1,0,0,False,0.5203770694244497,0.08,0.4403770694244497,0,0,0,1.3957676887512207,0.06040572375059128,False,flanker,evidence-origin,1
Older,older_80_89,1287,30921,1,2,1,True,1.229004483869283,0.51,0.7190044838692831,1,1,1,0.5867878794670105,0.03082629293203354,False,target,correct,4
Older,older_80_89,1289,13401,1,2,1,True,1.13134330766733,0.14,0.99134330766733,2,2,2,0.6446916460990906,0.05907394737005234,False,target,correct,4
Older,older_80_89,1292,4108,3,0,0,False,0.7487737673543363,0.13,0.6187737673543363,0,0,0,1.0545333623886108,0.06708477437496185,False,flanker,evidence-origin,1
Older,older_80_89,1296,7626,2,0,0,False,1.0899444319319234,0.13,0.9599444319319234,0,0,0,0.7914812564849854,0.05856797844171524,False,flanker,evidence-origin,4
Older,older_80_89,1302,10795,1,3,1,True,0.7303898194745486,0.11,0.6203898194745486,3,3,3,0.7263402938842773,0.051814787089824677,False,target,correct,1
Older,older_80_89,1303,4377,3,2,3,True,0.5091837059206226,0.13,0.37918370592062256,2,2,2,0.9218659996986389,0.0645751878619194,False,target,correct,1
Older,older_80_89,1304,15998,0,2,2,False,1.634767876871022,0.79,0.8447678768710221,0,0,0,0.6904523372650146,0.008717179298400879,True,flanker,fallback,5
Older,older_80_89,1305,21784,1,2,1,True,0.7560063496588119,0.11,0.6460063496588119,2,2,2,0.5451435446739197,0.049673229455947876,False,target,correct,1
Older,older_80_89,1306,18238,0,1,0,True,1.2122392573118508,0.79,0.42223925731185075,0,0,0,0.8677087426185608,0.053834907710552216,True,target,correct,4
Older,older_80_89,1307,3173,0,3,3,False,1.4085979939036046,0.58,0.8285979939036047,3,3,3,0.45791953802108765,0.05995955318212509,False,flanker,evidence-origin,5
Older,older_80_89,1308,16170,0,1,0,True,1.6889630782881175,0.79,0.8989630782881175,0,0,0,0.98075270652771,0.06461688876152039,True,target,correct,5
Older,older_80_89,1309,14044,0,1,0,True,1.0409054756195995,0.08,0.9609054756195995,1,1,1,1.318329095840454,0.05990486592054367,False,target,correct,3
Older,older_80_89,1310,2452,1,3,3,False,0.5392963531330888,0.1,0.4392963531330888,3,3,3,0.9486358761787415,0.054344698786735535,False,flanker,evidence-origin,1
Older,older_80_89,1311,13451,3,2,3,True,1.1066824691299475,0.43,0.6766824691299476,3,3,3,0.9650556445121765,0.02724381536245346,False,target,correct,4
Older,older_80_89,1315,1546,2,3,2,True,1.8161217990764817,0.66,1.1561217990764816,2,2,2,0.7242314219474792,0.03968115895986557,False,target,correct,5
Older,older_80_89,1316,21514,2,1,2,True,0.88584669123464,0.11,0.77584669123464,1,1,1,1.091113567352295,0.06116726994514465,False,target,correct,2
Older,older_80_89,1317,16131,3,0,3,True,1.1251369008172458,0.11,1.0151369008172457,0,0,0,1.05690598487854,0.06103494018316269,False,target,correct,4
Older,older_80_89,1318,24512,2,1,2,True,0.6679840255441644,0.13,0.5379840255441644,1,1,1,0.9838168025016785,0.06478480994701385,False,target,correct,1
Older,older_80_89,1319,17634,2,3,3,False,1.3899999856948853,0.14,1.2499999856948851,3,3,3,0.8373540639877319,0.06346625834703445,False,flanker,evidence-origin,5
Older,older_80_89,1321,10386,3,2,3,True,1.198269819198647,0.55,0.6482698191986469,3,3,3,0.9109528660774231,0.048150718212127686,False,target,correct,4
Older,older_80_89,1322,29882,3,1,1,False,0.9120563599231337,0.13,0.7820563599231337,1,1,1,0.7599254846572876,0.05394461750984192,False,flanker,evidence-origin,2
Older,older_80_89,1323,20308,2,3,2,True,1.1415004842003056,0.17,0.9715004842003055,3,3,3,0.45495593547821045,0.059207044541835785,False,target,correct,4
Older,older_80_89,1324,27510,3,1,1,False,0.81979341845414,0.14,0.67979341845414,1,1,1,0.6697193384170532,0.05547695606946945,False,flanker,evidence-origin,2
Older,older_80_89,1327,28963,1,2,1,True,1.2071634697991929,0.48,0.7271634697991929,1,1,1,0.7266077399253845,0.04872211813926697,False,target,correct,4
Older,older_80_89,1332,23012,1,2,1,True,0.8813648073198763,0.13,0.7513648073198763,2,2,2,0.8150468468666077,0.06279374659061432,False,target,correct,2
Older,older_80_89,1333,515,1,0,0,False,0.976180308202194,0.12,0.856180308202194,0,0,0,0.9875854849815369,0.06521601229906082,False,flanker,evidence-origin,3
Older,older_80_89,1337,5302,3,2,3,True,0.7639986542440855,0.21,0.5539986542440856,2,2,2,0.3540175259113312,0.06286177039146423,False,target,correct,1
Older,older_80_89,1338,16854,2,3,3,False,1.0916180777388516,0.11,0.9816180777388516,3,3,3,0.989401638507843,0.06058499217033386,False,flanker,evidence-origin,4
Older,older_80_89,1340,22019,3,1,3,True,0.9624702878851059,0.19,0.772470287885106,1,1,1,0.35806724429130554,0.055636316537857056,False,target,correct,3
Older,older_80_89,1341,25462,1,2,1,True,0.9700264442349302,0.13,0.8400264442349302,2,2,2,0.540266752243042,0.05653506517410278,False,target,correct,3
Older,older_80_89,1343,11125,2,3,3,False,0.833381295325898,0.22,0.613381295325898,3,3,3,0.42394590377807617,0.06545433402061462,False,flanker,evidence-origin,2
Older,older_80_89,1344,4178,2,0,2,True,1.0877015771593075,0.11,0.9777015771593075,0,0,0,0.8383007645606995,0.056591346859931946,False,target,correct,4
Older,older_80_89,1345,3428,2,3,2,True,0.809999942779541,0.56,0.24999994277954096,2,2,2,0.6794657111167908,0.03735174238681793,False,target,correct,2
Older,older_80_89,1346,12001,2,1,2,True,0.8728735885012716,0.14,0.7328735885012716,1,1,1,0.6984775066375732,0.0525892972946167,False,target,correct,2
Older,older_80_89,1348,14761,1,2,1,True,0.8869911140712439,0.26,0.6269911140712439,1,1,1,1.0749436616897583,0.02230025827884674,False,target,correct,2
Older,older_80_89,1350,23535,3,2,2,False,0.6810500888070746,0.15,0.5310500888070746,2,2,2,0.7665715217590332,0.06358916312456131,False,flanker,evidence-origin,1
Older,older_80_89,1351,17089,2,3,3,False,1.2353708435803,0.21,1.0253708435803,3,3,3,0.382021427154541,0.05966506153345108,False,flanker,evidence-origin,4
Older,older_80_89,1352,30596,2,3,3,False,0.7986489278516737,0.15,0.6486489278516737,3,3,3,0.7114824056625366,0.061163634061813354,False,flanker,evidence-origin,2
Older,older_80_89,1353,25595,3,1,3,True,1.4977218525183043,0.36,1.1377218525183044,3,3,3,1.0153148174285889,0.023239418864250183,False,target,correct,5
Older,older_80_89,1357,19902,0,2,2,False,1.058551866115665,0.19,0.868551866115665,2,2,2,0.4692341089248657,0.05936753749847412,False,flanker,evidence-origin,3
Older,older_80_89,1358,32975,3,2,3,True,1.1472841972285956,0.23,0.9172841972285957,2,2,2,0.23562273383140564,0.056576766073703766,False,target,correct,4
Older,older_80_89,1360,4473,3,0,3,True,1.2535462560308117,0.75,0.5035462560308117,3,3,3,0.7194812297821045,0.07332588732242584,False,target,correct,4
Older,older_80_89,1366,12992,1,0,1,True,0.5410380357047795,0.09,0.4510380357047795,0,0,0,1.0424009561538696,0.055987365543842316,False,target,correct,1
Older,older_80_89,1367,7364,2,3,2,True,1.2014481916062443,0.2,1.0014481916062443,3,3,3,0.12119060754776001,0.05102953314781189,False,target,correct,4
Older,older_80_89,1369,971,1,2,1,True,0.8874176441055186,0.12,0.7674176441055186,2,2,2,0.7301934957504272,0.05359391123056412,False,target,correct,2
Older,older_80_89,1370,17928,2,0,0,False,1.1067394959002814,0.09,1.0167394959002813,0,0,0,1.1473846435546875,0.05945304036140442,False,flanker,evidence-origin,4
Older,older_80_89,1375,22168,2,1,2,True,1.2650857522969259,0.51,0.7550857522969259,2,2,2,0.7354978919029236,0.05247020721435547,False,target,correct,4
Older,older_80_89,1377,14459,3,1,1,False,0.7742592324051322,0.2,0.5742592324051321,1,1,1,0.28514769673347473,0.04871822148561478,False,flanker,evidence-origin,2
Older,older_80_89,1379,26076,1,0,0,False,0.9038172973229079,0.12,0.783817297322908,0,0,0,1.076683521270752,0.06732694804668427,False,flanker,evidence-origin,2
