age_group,analysis_group,trial_output_index,row_index,target_direction,flanker_direction,final_response,correct,rt,decision_time,t0,hard_first_crossing_channel,evidence_winner_at_crossing,state_winner_at_crossing,winner_runner_up_evidence_gap,winner_runner_up_state_gap,fallback_used,response_type,error_source_category,rt_quantile_bin
Older,older_80_89,4915,30637,3,1,1,False,0.5533984416568071,0.12,0.4333984416568071,1,1,1,0.8131545782089233,0.054905131459236145,False,flanker,evidence-origin,1
Older,older_80_89,4916,33164,3,1,3,True,1.0832269241686092,0.21,0.8732269241686093,1,1,1,0.23032733798027039,0.05304410308599472,False,target,correct,4
Older,older_80_89,4917,3986,1,3,3,False,1.2019346643259838,0.18,1.021934664325984,3,3,3,0.31600216031074524,0.0539555698633194,False,flanker,evidence-origin,4
Older,older_80_89,4923,24479,1,3,1,True,1.1820742667038284,0.07,1.1120742667038284,3,3,3,0.9745248556137085,0.04668324440717697,False,target,correct,4
Older,older_80_89,4924,6209,1,3,3,False,0.9891236397528661,0.13,0.8591236397528661,3,3,3,0.7795541286468506,0.05718735605478287,False,flanker,evidence-origin,3
Older,older_80_89,4925,20676,1,0,1,True,1.1569294185996306,0.13,1.0269294185996305,0,0,0,0.703538179397583,0.06167103350162506,False,target,correct,4
Older,older_80_89,4927,16110,1,2,1,True,1.2068875519801652,0.62,0.5868875519801652,1,1,1,0.7944854497909546,0.04868236929178238,False,target,correct,4
Older,older_80_89,4928,17780,0,1,0,True,0.7434442161848287,0.1,0.6434442161848287,1,1,1,0.9981484413146973,0.057264670729637146,False,target,correct,1
Older,older_80_89,4929,5352,1,3,3,False,0.9994147593948275,0.08,0.9194147593948275,3,3,3,0.9867953062057495,0.050866954028606415,False,flanker,evidence-origin,3
Older,older_80_89,4930,9905,0,1,0,True,1.040433300111258,0.43,0.6104333001112581,0,0,0,1.3730436563491821,0.053891442716121674,False,target,correct,3
Older,older_80_89,4931,6422,2,0,2,True,0.6517156259325106,0.1,0.5517156259325107,0,0,0,0.889713704586029,0.053582243621349335,False,target,correct,1
Older,older_80_89,4934,9762,0,2,2,False,1.7505880765544355,0.79,0.9605880765544355,0,0,0,0.8969886302947998,0.026370324194431305,True,flanker,fallback,5
Older,older_80_89,4938,31153,1,0,1,True,0.8510486084192542,0.16,0.6910486084192542,0,0,0,0.6858715415000916,0.06646529585123062,False,target,correct,2
Older,older_80_89,4940,28318,1,2,1,True,1.1985997825702965,0.68,0.5185997825702965,1,1,1,0.9744399189949036,0.05917876213788986,False,target,correct,4
Older,older_80_89,4941,21359,1,0,1,True,0.9539553757389195,0.11,0.8439553757389195,0,0,0,1.0485153198242188,0.06432069092988968,False,target,correct,3
Older,older_80_89,4943,20031,3,0,3,True,1.131673092155597,0.09,1.041673092155597,0,0,0,1.3170677423477173,0.06311936676502228,False,target,correct,4
Older,older_80_89,4944,25500,2,3,2,True,1.4575694148669494,0.59,0.8675694148669494,2,2,2,0.6826186180114746,0.040534764528274536,False,target,correct,5
Older,older_80_89,4945,11938,1,3,1,True,1.0251691688197688,0.1,0.9251691688197689,3,3,3,0.6394849419593811,0.04677286744117737,False,target,correct,3
Older,older_80_89,4949,16739,0,3,0,True,1.2857999239730153,0.79,0.4957999239730153,0,0,0,1.0978329181671143,0.02882007509469986,True,target,correct,5
Older,older_80_89,4952,25011,2,1,2,True,0.9858019352962102,0.12,0.8658019352962102,1,1,1,1.0170420408248901,0.06013909727334976,False,target,correct,3
Older,older_80_89,4953,21584,2,1,1,False,0.6281042877955801,0.06,0.5681042877955802,1,1,1,1.7036815881729126,0.05678977072238922,False,flanker,evidence-origin,1
Older,older_80_89,4954,22701,3,1,3,True,1.1551098057281148,0.33,0.8251098057281148,3,3,3,1.0427820682525635,0.021291986107826233,False,target,correct,4
Older,older_80_89,4958,415,2,1,1,False,0.9655886939214906,0.06,0.9055886939214906,1,1,1,1.8856099843978882,0.06425224244594574,False,flanker,evidence-origin,3
Older,older_80_89,4959,10489,1,3,1,True,0.8344279308102907,0.35000000000000003,0.4844279308102906,1,1,1,0.5939976572990417,0.021297365427017212,False,target,correct,2
Older,older_80_89,4961,10877,1,0,1,True,1.572386877997661,0.77,0.8023868779976611,1,1,1,0.9120237827301025,0.07545899599790573,False,target,correct,5
Older,older_80_89,4963,8578,3,1,3,True,1.0713815416469403,0.17,0.9013815416469403,1,1,1,0.5284175276756287,0.058440305292606354,False,target,correct,4
Older,older_80_89,4964,12863,0,2,2,False,1.1335299313414793,0.18,0.9535299313414793,2,2,2,0.4322930872440338,0.05319807678461075,False,flanker,evidence-origin,4
Older,older_80_89,4965,23279,2,1,1,False,1.050451463844396,0.07,0.980451463844396,1,1,1,1.5038425922393799,0.05763231962919235,False,flanker,evidence-origin,3
Older,older_80_89,4967,12207,1,0,1,True,0.8131121083062014,0.14,0.6731121083062014,0,0,0,0.8293870091438293,0.06842491030693054,False,target,correct,2
Older,older_80_89,4970,4906,0,3,0,True,1.244459925641519,0.74,0.504459925641519,0,0,0,1.17864990234375,0.04043959081172943,False,target,correct,4
Older,older_80_89,4972,25071,2,1,2,True,0.8893685245517426,0.14,0.7493685245517426,1,1,1,0.688153862953186,0.05962436646223068,False,target,correct,2
Older,older_80_89,4974,28261,0,2,2,False,0.8143302485692033,0.16,0.6543302485692033,2,2,2,0.3951936960220337,0.04833206534385681,False,flanker,evidence-origin,2
Older,older_80_89,4977,1709,2,0,0,False,0.4813874519066763,0.1,0.38138745190667633,0,0,0,1.0033856630325317,0.05891518294811249,False,flanker,evidence-origin,1
Older,older_80_89,4978,19480,2,3,3,False,0.41466999969742263,0.13,0.2846699996974226,3,3,3,0.792833685874939,0.06140725314617157,False,flanker,evidence-origin,1
Older,older_80_89,4979,26602,3,2,3,True,0.9319011756584845,0.21,0.7219011756584846,2,2,2,0.13323724269866943,0.05065023899078369,False,target,correct,3
Older,older_80_89,4981,31266,3,1,3,True,0.9703895636799033,0.07,0.9003895636799033,1,1,1,1.253103494644165,0.05440016835927963,False,target,correct,3
Older,older_80_89,4982,7849,2,3,3,False,0.9455656035316673,0.15,0.7955656035316673,3,3,3,0.8658174276351929,0.06797576695680618,False,flanker,evidence-origin,3
Older,older_80_89,4984,15664,2,0,2,True,0.6456301831594498,0.11,0.5356301831594498,0,0,0,0.8682636022567749,0.05566976219415665,False,target,correct,1
Older,older_80_89,4992,26966,0,3,0,True,1.4749550693969362,0.74,0.7349550693969362,0,0,0,1.1892765760421753,0.048557862639427185,False,target,correct,5
Older,older_80_89,4994,10869,2,3,2,True,0.9810903013787021,0.23,0.7510903013787021,3,3,3,0.11437362432479858,0.05594322085380554,False,target,correct,3
Older,older_80_89,4996,23828,2,0,0,False,1.1052644214128047,0.1,1.0052644214128046,0,0,0,1.1395467519760132,0.058530233800411224,False,flanker,evidence-origin,4
Older,older_80_89,4997,15951,3,0,3,True,0.5676409474747859,0.14,0.42764094747478587,0,0,0,0.9163432717323303,0.06383970379829407,False,target,correct,1
Older,older_80_89,4999,25224,1,0,0,False,1.0555374196685514,0.11,0.9455374196685514,0,0,0,1.0407962799072266,0.06373343616724014,False,flanker,evidence-origin,3
Young,young_20_29,5001,109710,2,1,2,True,0.6319963984351206,0.07,0.5619963984351206,1,1,1,1.0630580186843872,0.036680348217487335,False,target,correct,3
Young,young_20_29,5005,11108,1,0,0,False,0.7211081856772995,0.07,0.6511081856772996,0,0,0,1.2060258388519287,0.040609389543533325,False,flanker,evidence-origin,4
Young,young_20_29,5006,29633,1,0,0,False,0.745974884171114,0.05,0.695974884171114,0,0,0,1.457221269607544,0.037512071430683136,False,flanker,evidence-origin,5
Young,young_20_29,5007,1455,3,2,2,False,0.4951176747603236,0.06,0.4351176747603236,2,2,2,1.159440279006958,0.03540841490030289,False,flanker,evidence-origin,1
Young,young_20_29,5015,51527,2,0,0,False,0.5344638356087442,0.07,0.4644638356087442,0,0,0,0.9246654510498047,0.0335768461227417,False,flanker,evidence-origin,2
Young,young_20_29,5016,12416,3,2,3,True,0.6903268310480296,0.11,0.5803268310480296,2,2,2,0.7531270980834961,0.03996007889509201,False,target,correct,4
Young,young_20_29,5017,16763,0,2,2,False,0.5823650085022898,0.07,0.5123650085022897,2,2,2,0.8749104142189026,0.032262034714221954,False,flanker,evidence-origin,2
Young,young_20_29,5020,8706,1,3,1,True,0.47791270658237084,0.07,0.40791270658237083,3,3,3,0.8757755756378174,0.03298895061016083,False,target,correct,1
Young,young_20_29,5023,101387,0,1,0,True,1.5022844406600155,0.75,0.7522844406600155,0,0,0,0.8751412034034729,0.0501081719994545,False,target,correct,5
Young,young_20_29,5026,160417,0,3,0,True,0.7840298346015719,0.1,0.684029834601572,3,3,3,0.5068405866622925,0.031977951526641846,False,target,correct,5
Young,young_20_29,5027,84436,3,1,1,False,0.46242774982299906,0.07,0.39242774982299905,1,1,1,0.7899091243743896,0.029847070574760437,False,flanker,evidence-origin,1
Young,young_20_29,5029,34659,0,3,0,True,0.37834766950581994,0.07,0.30834766950581993,3,3,3,0.8948843479156494,0.034222088754177094,False,target,correct,1
Young,young_20_29,5030,100297,2,1,1,False,0.6538679342678667,0.06,0.5938679342678668,1,1,1,0.9909921288490295,0.0308903306722641,False,flanker,evidence-origin,3
Young,young_20_29,5031,33708,1,3,1,True,0.5990195854265777,0.07,0.5290195854265778,3,3,3,0.7867028713226318,0.03136660158634186,False,target,correct,3
Young,young_20_29,5032,20404,1,3,3,False,0.6461337687122327,0.05,0.5961337687122327,3,3,3,0.9625266790390015,0.02857407182455063,False,flanker,evidence-origin,3
Young,young_20_29,5033,178324,0,1,0,True,0.5078894273812801,0.08,0.42788942738128005,1,1,1,0.8861114978790283,0.03528779000043869,False,target,correct,1
Young,young_20_29,5036,17313,1,2,1,True,0.5118162993828069,0.05,0.46181629938280694,2,2,2,1.2730220556259155,0.03477519005537033,False,target,correct,1
Young,young_20_29,5038,32588,3,1,3,True,0.7052643496258558,0.07,0.6352643496258559,1,1,1,0.8029765486717224,0.02979108691215515,False,target,correct,4
Young,young_20_29,5045,18943,0,3,0,True,0.6527653906801871,0.07,0.5827653906801871,3,3,3,0.9352062940597534,0.03505291789770126,False,target,correct,3
Young,young_20_29,5046,11560,2,1,1,False,0.4872817380068116,0.03,0.4572817380068116,1,1,1,1.8538236618041992,0.035857751965522766,False,flanker,evidence-origin,1
Young,young_20_29,5048,12912,1,2,1,True,0.7155706046014536,0.11,0.6055706046014536,2,2,2,0.3540705740451813,0.03244635462760925,False,target,correct,4
Young,young_20_29,5051,21060,0,3,0,True,0.5172934294178041,0.07,0.4472934294178041,3,3,3,0.8284940719604492,0.03311760723590851,False,target,correct,1
Young,young_20_29,5052,168840,2,3,3,False,0.5702171841212689,0.06,0.5102171841212688,3,3,3,1.1573938131332397,0.03675223886966705,False,flanker,evidence-origin,2
Young,young_20_29,5054,108388,1,0,0,False,0.5969498990625428,0.07,0.5269498990625427,0,0,0,1.0605158805847168,0.03772233426570892,False,flanker,evidence-origin,3
Young,young_20_29,5055,5930,3,1,3,True,0.5334909258867583,0.05,0.4834909258867583,1,1,1,0.8168463706970215,0.024022817611694336,False,target,correct,2
Young,young_20_29,5057,5320,3,2,3,True,0.8076542416876921,0.13,0.6776542416876921,2,2,2,0.571702778339386,0.03863812983036041,False,target,correct,5
Young,young_20_29,5058,15799,3,2,3,True,0.7422036733134401,0.11,0.6322036733134401,2,2,2,0.686449408531189,0.036691904067993164,False,target,correct,5
Young,young_20_29,5060,23542,2,0,0,False,0.6412122439894379,0.05,0.5912122439894378,0,0,0,1.150191068649292,0.031633228063583374,False,flanker,evidence-origin,3
Young,young_20_29,5064,20387,3,2,2,False,0.5385334051406571,0.06,0.47853340514065706,2,2,2,1.2739180326461792,0.03805176913738251,False,flanker,evidence-origin,2
Young,young_20_29,5065,127856,3,0,3,True,0.42614136841689476,0.04,0.3861413684168948,0,0,0,1.5637365579605103,0.03408244252204895,False,target,correct,1
Young,young_20_29,5068,165584,2,0,2,True,0.5344406126599249,0.04,0.49444061265992495,0,0,0,1.299061894416809,0.03107386827468872,False,target,correct,2
Young,young_20_29,5072,5303,0,3,0,True,0.8498021240496709,0.11,0.7398021240496709,3,3,3,0.39756062626838684,0.030824191868305206,False,target,correct,5
Young,young_20_29,5073,2652,3,1,3,True,0.8541209834075241,0.28,0.574120983407524,3,3,3,0.6444997787475586,0.009105652570724487,False,target,correct,5
Young,young_20_29,5076,161968,1,3,3,False,0.6608820262090865,0.06,0.6008820262090866,3,3,3,0.9480485916137695,0.030864126980304718,False,flanker,evidence-origin,3
Young,young_20_29,5078,7689,1,3,1,True,0.5360235624669021,0.03,0.506023562466902,3,3,3,1.1034691333770752,0.023253045976161957,False,target,correct,2
Young,young_20_29,5087,23710,0,1,0,True,0.5577801955157253,0.11,0.44778019551572534,1,1,1,0.5252563953399658,0.03623606264591217,False,target,correct,2
Young,young_20_29,5089,177201,0,1,0,True,0.6920467441668026,0.05,0.6420467441668025,1,1,1,1.1242047548294067,0.030912697315216064,False,target,correct,4
Young,young_20_29,5091,51434,2,3,3,False,0.48823354098148203,0.06,0.42823354098148203,3,3,3,1.2110896110534668,0.03623289614915848,False,flanker,evidence-origin,1
Young,young_20_29,5092,161955,0,1,0,True,0.45726783830693174,0.03,0.4272678383069317,1,1,1,1.7561333179473877,0.03292074054479599,False,target,correct,1
Young,young_20_29,5093,44054,2,3,3,False,0.6170277488512236,0.07,0.5470277488512236,3,3,3,1.0523325204849243,0.035827912390232086,False,flanker,evidence-origin,3
Young,young_20_29,5094,17262,0,1,0,True,0.8828870464379822,0.17,0.7128870464379822,1,1,1,0.21115905046463013,0.034634560346603394,False,target,correct,5
Young,young_20_29,5096,33059,0,2,2,False,0.6977159018494867,0.08,0.6177159018494868,2,2,2,0.6633703112602234,0.02786140888929367,False,flanker,evidence-origin,4
Young,young_20_29,5099,64602,3,0,3,True,0.6064188500773122,0.08,0.5264188500773123,0,0,0,0.7952760457992554,0.03417839854955673,False,target,correct,3
Young,young_20_29,5100,1995,2,1,1,False,0.6619557976774308,0.03,0.6319557976774308,1,1,1,1.758284568786621,0.03258328139781952,False,flanker,evidence-origin,4
Young,young_20_29,5101,13989,0,3,0,True,0.6782320115451125,0.07,0.6082320115451125,3,3,3,0.9718035459518433,0.0366944819688797,False,target,correct,4
Young,young_20_29,5103,10946,1,0,0,False,0.5679597022455702,0.07,0.49795970224557023,0,0,0,1.2659878730773926,0.04242519289255142,False,flanker,evidence-origin,2
Young,young_20_29,5105,22241,2,0,2,True,0.5866792876133693,0.06,0.5266792876133692,0,0,0,1.0122160911560059,0.032397426664829254,False,target,correct,2
Young,young_20_29,5108,88853,1,2,1,True,0.7539396257641289,0.05,0.7039396257641288,2,2,2,1.2513306140899658,0.033850573003292084,False,target,correct,5
Young,young_20_29,5109,24914,1,0,0,False,0.4490013567164409,0.06,0.3890013567164409,0,0,0,1.3404333591461182,0.04020901024341583,False,flanker,evidence-origin,1
Young,young_20_29,5115,24301,1,2,1,True,0.5746877343107072,0.05,0.5246877343107071,2,2,2,0.8442564010620117,0.026357561349868774,False,target,correct,2
Young,young_20_29,5116,29487,3,1,3,True,0.7497161444814283,0.08,0.6697161444814284,1,1,1,0.6842426061630249,0.029421180486679077,False,target,correct,5
Young,young_20_29,5117,151575,0,1,0,True,0.8384808416621163,0.05,0.7884808416621163,1,1,1,1.1796956062316895,0.03222760558128357,False,target,correct,5
Young,young_20_29,5123,20717,3,2,3,True,0.5647009998358044,0.09,0.4747009998358044,2,2,2,0.8743696808815002,0.03783731162548065,False,target,correct,2
Young,young_20_29,5124,108529,1,0,0,False,0.6645027765101953,0.05,0.6145027765101952,0,0,0,1.4595357179641724,0.0382261797785759,False,flanker,evidence-origin,4
Young,young_20_29,5126,529,3,0,0,False,0.4887082462629725,0.05,0.4387082462629725,0,0,0,1.3478195667266846,0.03527914732694626,False,flanker,evidence-origin,1
Young,young_20_29,5129,157474,2,3,3,False,0.5601997514693886,0.12,0.4401997514693886,3,3,3,0.7046974301338196,0.040693387389183044,False,flanker,evidence-origin,2
Young,young_20_29,5131,141384,2,1,2,True,0.7459819670381351,0.06,0.6859819670381351,1,1,1,0.9588380455970764,0.03025142103433609,False,target,correct,5
Young,young_20_29,5136,32990,2,3,3,False,0.4797448006632362,0.07,0.4097448006632362,3,3,3,1.0329474210739136,0.03591728210449219,False,flanker,evidence-origin,1
Young,young_20_29,5137,7922,1,0,0,False,0.4817896040904362,0.04,0.4417896040904362,0,0,0,1.6038215160369873,0.036131396889686584,False,flanker,evidence-origin,1
Young,young_20_29,5138,12028,2,0,2,True,0.7492318238915707,0.06,0.6892318238915707,0,0,0,0.8664169311523438,0.029410235583782196,False,target,correct,5
Young,young_20_29,5139,183017,3,0,3,True,0.5802698871425466,0.08,0.5002698871425466,0,0,0,1.1261359453201294,0.04068862646818161,False,target,correct,2
Young,young_20_29,5140,188231,3,1,3,True,0.6648296705487918,0.09,0.5748296705487919,1,1,1,0.6249021291732788,0.030660979449748993,False,target,correct,4
Young,young_20_29,5141,15998,0,2,2,False,0.41351085115919084,0.07,0.34351085115919083,2,2,2,1.0164936780929565,0.036446712911129,False,flanker,evidence-origin,1
Young,young_20_29,5142,26051,1,0,0,False,0.6205634678438735,0.05,0.5705634678438735,0,0,0,1.5253033638000488,0.038865119218826294,False,flanker,evidence-origin,3
Young,young_20_29,5143,273,2,3,2,True,0.8048104925166094,0.15,0.6548104925166094,3,3,3,0.3784615993499756,0.03452833741903305,False,target,correct,5
Young,young_20_29,5145,61517,1,0,1,True,0.5649767386861517,0.06,0.5049767386861517,0,0,0,1.2321518659591675,0.03822638839483261,False,target,correct,2
Young,young_20_29,5149,23784,2,1,1,False,0.7689315798067755,0.03,0.7389315798067755,1,1,1,1.6975111961364746,0.03169108182191849,False,flanker,evidence-origin,5
Young,young_20_29,5150,110143,0,2,2,False,0.4987899917406208,0.11,0.3887899917406208,2,2,2,0.6591469049453735,0.03542408347129822,False,flanker,evidence-origin,1
Young,young_20_29,5152,29382,1,2,1,True,0.6542063740197642,0.12,0.5342063740197642,2,2,2,0.46211910247802734,0.03123832494020462,False,target,correct,3
Young,young_20_29,5154,86267,2,1,2,True,0.4083737053636215,0.03,0.37837370536362147,1,1,1,1.7120529413223267,0.032313138246536255,False,target,correct,1
Young,young_20_29,5155,21758,0,2,2,False,0.566205247496744,0.17,0.3962052474967439,2,2,2,0.2126569151878357,0.027526505291461945,False,flanker,evidence-origin,2
Young,young_20_29,5157,8284,3,2,3,True,0.7039287153585544,0.08,0.6239287153585544,2,2,2,0.8865998387336731,0.035088613629341125,False,target,correct,4
Young,young_20_29,5158,26087,1,3,3,False,0.5883972664848288,0.03,0.5583972664848288,3,3,3,1.454230546951294,0.02880789339542389,False,flanker,evidence-origin,2
Young,young_20_29,5160,164535,3,1,3,True,0.4958716119678561,0.07,0.4258716119678561,1,1,1,0.8083006143569946,0.029961466789245605,False,target,correct,1
Young,young_20_29,5161,127958,2,3,2,True,0.6823546694738967,0.09,0.5923546694738967,3,3,3,0.7563689947128296,0.03529422730207443,False,target,correct,4
Young,young_20_29,5162,7957,0,3,0,True,0.5388999015076364,0.05,0.48889990150763646,3,3,3,1.2199795246124268,0.03358135372400284,False,target,correct,2
Young,young_20_29,5163,7508,1,0,0,False,0.32266661550848436,0.04,0.2826666155084844,0,0,0,1.6294173002243042,0.03785677254199982,False,flanker,evidence-origin,1
Young,young_20_29,5164,111213,0,1,0,True,0.5542364269441818,0.09,0.4642364269441819,1,1,1,0.9184948801994324,0.03849754482507706,False,target,correct,2
Young,young_20_29,5170,25049,0,2,2,False,0.6913182187993975,0.07,0.6213182187993975,2,2,2,0.8890087008476257,0.03240841627120972,False,flanker,evidence-origin,4
Young,young_20_29,5172,37320,2,0,2,True,0.6149909399938438,0.07,0.5449909399938437,0,0,0,0.8714349269866943,0.03200208395719528,False,target,correct,3
Young,young_20_29,5174,36160,3,2,3,True,0.5904550857116136,0.08,0.5104550857116137,2,2,2,0.9079880714416504,0.036642931401729584,False,target,correct,2
Young,young_20_29,5175,71066,3,1,3,True,0.5262495412681865,0.08,0.44624954126818644,1,1,1,0.7668448686599731,0.03225383162498474,False,target,correct,2
Young,young_20_29,5176,41415,0,1,1,False,0.6314200025041231,0.15,0.4814200025041231,1,1,1,0.3469785153865814,0.03399466723203659,False,flanker,evidence-origin,3
Young,young_20_29,5178,19852,2,1,2,True,0.8098439246683777,0.11,0.6998439246683777,1,1,1,0.5898723602294922,0.031022146344184875,False,target,correct,5
Young,young_20_29,5179,59352,0,2,2,False,0.741702231255186,0.12,0.621702231255186,2,2,2,0.4401545524597168,0.030288666486740112,False,flanker,evidence-origin,5
Young,young_20_29,5181,24424,0,1,0,True,1.3713973191852797,0.63,0.7413973191852797,0,0,0,0.8381069898605347,0.044212013483047485,False,target,correct,5
Young,young_20_29,5182,14328,3,0,3,True,0.7323806537564012,0.08,0.6523806537564012,0,0,0,1.0848833322525024,0.040234923362731934,False,target,correct,4
Young,young_20_29,5183,162616,0,3,0,True,0.668390654242567,0.08,0.5883906542425671,3,3,3,0.5974041223526001,0.03071870654821396,False,target,correct,4
Young,young_20_29,5185,112712,2,0,2,True,0.7030857051299909,0.05,0.6530857051299909,0,0,0,1.0362104177474976,0.030373618006706238,False,target,correct,4
Young,young_20_29,5189,11434,1,2,1,True,0.7505451896820661,0.12,0.6305451896820661,2,2,2,0.18751981854438782,0.029255680739879608,False,target,correct,5
Young,young_20_29,5191,75091,3,2,2,False,0.4801761273370788,0.06,0.4201761273370788,2,2,2,1.1822344064712524,0.035649582743644714,False,flanker,evidence-origin,1
Young,young_20_29,5194,24414,2,1,2,True,0.6093025716388514,0.07,0.5393025716388513,1,1,1,0.9792962074279785,0.034184910356998444,False,target,correct,3
Young,young_20_29,5202,2785,3,2,3,True,0.5750558026224557,0.1,0.4750558026224557,2,2,2,0.6981128454208374,0.03569997102022171,False,target,correct,2
Young,young_20_29,5206,144787,3,0,3,True,0.625192595762,0.11,0.515192595762,0,0,0,0.3655478060245514,0.026796415448188782,False,target,correct,3
Young,young_20_29,5210,42631,0,3,0,True,0.6804729425146888,0.09,0.5904729425146888,3,3,3,0.6174299716949463,0.033091023564338684,False,target,correct,4
Young,young_20_29,5211,1103,2,0,2,True,0.4034391142840801,0.04,0.3634391142840801,0,0,0,1.3423783779144287,0.031912341713905334,False,target,correct,1
Young,young_20_29,5215,47166,2,3,2,True,0.6386293385110424,0.1,0.5386293385110424,3,3,3,0.6050820350646973,0.0325046181678772,False,target,correct,3
Young,young_20_29,5217,30859,1,2,1,True,0.9100000143051148,0.06,0.8500000143051147,2,2,2,1.140777349472046,0.03609289973974228,False,target,correct,5
Young,young_20_29,5221,150457,1,3,1,True,0.6676918682491658,0.05,0.6176918682491658,3,3,3,0.8036714196205139,0.025537148118019104,False,target,correct,4
Young,young_20_29,5223,9218,1,3,3,False,0.5174767803056702,0.07,0.44747678030567023,3,3,3,0.8230588436126709,0.0315885916352272,False,flanker,evidence-origin,1
Young,young_20_29,5225,67122,3,1,3,True,0.5643963769892977,0.05,0.5143963769892976,1,1,1,0.8912937641143799,0.02559599280357361,False,target,correct,2
Young,young_20_29,5226,176035,2,1,2,True,0.538879864922392,0.06,0.47887986492239204,1,1,1,1.1765081882476807,0.03597798943519592,False,target,correct,2
Young,young_20_29,5229,962,0,2,0,True,0.609157797830762,0.15,0.45915779783076194,2,2,2,0.29880234599113464,0.031623609364032745,False,target,correct,3
Young,young_20_29,5230,151786,0,3,0,True,0.6682423255056149,0.08,0.588242325505615,3,3,3,0.7703260183334351,0.03433532267808914,False,target,correct,4
Young,young_20_29,5233,81943,1,3,1,True,0.5747971443346113,0.07,0.5047971443346113,3,3,3,0.7984710335731506,0.0300297811627388,False,target,correct,2
Young,young_20_29,5235,82378,3,1,1,False,0.5067766103398814,0.07,0.4367766103398814,1,1,1,0.8606008887290955,0.03233499825000763,False,flanker,evidence-origin,1
Young,young_20_29,5236,29988,3,2,3,True,0.587794346556493,0.11,0.477794346556493,2,2,2,0.6946059465408325,0.03751632571220398,False,target,correct,2
Young,young_20_29,5237,67655,1,2,1,True,0.544228589732921,0.13,0.414228589732921,2,2,2,0.5837467312812805,0.037863507866859436,False,target,correct,2
Young,young_20_29,5239,25763,0,3,0,True,0.6270502328714295,0.08,0.5470502328714295,3,3,3,0.8666836619377136,0.03662276268005371,False,target,correct,3
Young,young_20_29,5240,36086,2,1,2,True,0.6314956345784484,0.07,0.5614956345784483,1,1,1,1.1237303018569946,0.038234226405620575,False,target,correct,3
Young,young_20_29,5242,19895,3,0,3,True,0.5876514734899031,0.07,0.5176514734899031,0,0,0,1.1801425218582153,0.0401991531252861,False,target,correct,2
Young,young_20_29,5243,39701,1,3,1,True,0.4162946612591252,0.06,0.3562946612591252,3,3,3,0.9128814339637756,0.030172742903232574,False,target,correct,1
Young,young_20_29,5245,28769,0,1,0,True,1.2057381893506123,0.6900000000000001,0.5157381893506122,0,0,0,0.8267331719398499,0.04499305784702301,False,target,correct,5
Young,young_20_29,5246,62798,3,2,3,True,0.6072330800594888,0.11,0.49723308005948885,2,2,2,0.7818652987480164,0.04125971347093582,False,target,correct,3
Young,young_20_29,5248,6153,1,2,1,True,0.7359637309780849,0.11,0.6259637309780849,2,2,2,0.6321724653244019,0.03512187302112579,False,target,correct,4
Young,young_20_29,5249,64833,0,2,2,False,0.4434845127784488,0.08,0.3634845127784488,2,2,2,0.6432600021362305,0.028739653527736664,False,flanker,evidence-origin,1
Young,young_20_29,5250,5279,2,1,1,False,0.5381764074683113,0.05,0.4881764074683113,1,1,1,1.1068047285079956,0.030056528747081757,False,flanker,evidence-origin,2
Young,young_20_29,5251,46546,0,1,0,True,0.7912649288268728,0.15,0.6412649288268728,1,1,1,0.09464889764785767,0.03569719195365906,False,target,correct,5
Young,young_20_29,5255,4120,3,2,3,True,0.765981696579747,0.06,0.705981696579747,2,2,2,1.2048356533050537,0.036609016358852386,False,target,correct,5
Young,young_20_29,5256,34913,2,1,1,False,0.661858227801802,0.03,0.631858227801802,1,1,1,1.9001222848892212,0.035051971673965454,False,flanker,evidence-origin,4
Young,young_20_29,5257,48919,1,2,1,True,1.2163827688052025,0.66,0.5563827688052024,1,1,1,0.7800621390342712,0.044160209596157074,False,target,correct,5
Young,young_20_29,5258,1974,2,0,2,True,0.6922933633459929,0.04,0.6522933633459929,0,0,0,1.2648717164993286,0.029992327094078064,False,target,correct,4
Young,young_20_29,5259,996,1,0,0,False,0.804385426102264,0.06,0.744385426102264,0,0,0,1.4486244916915894,0.04182621091604233,False,flanker,evidence-origin,5
Young,young_20_29,5261,75109,0,3,0,True,0.6480833902790437,0.11,0.5380833902790437,3,3,3,0.4506474435329437,0.03451153635978699,False,target,correct,3
Young,young_20_29,5262,113281,1,0,1,True,0.65263866714713,0.07,0.58263866714713,0,0,0,1.162028193473816,0.03957832604646683,False,target,correct,3
Young,young_20_29,5265,115724,1,0,1,True,0.646837740554435,0.07,0.5768377405544349,0,0,0,1.162373661994934,0.04021012783050537,False,target,correct,3
Young,young_20_29,5271,12089,0,3,0,True,0.7053078688568302,0.07,0.6353078688568301,3,3,3,0.7917762398719788,0.030722737312316895,False,target,correct,4
Young,young_20_29,5272,2115,1,0,0,False,0.47330239206316027,0.05,0.4233023920631603,0,0,0,1.3430014848709106,0.03705170005559921,False,flanker,evidence-origin,1
Young,young_20_29,5273,146992,3,2,3,True,0.7552014030469103,0.09,0.6652014030469103,2,2,2,0.9164783358573914,0.03955649584531784,False,target,correct,5
Young,young_20_29,5275,163840,0,3,0,True,0.8250721469112645,0.13,0.6950721469112645,3,3,3,0.23729154467582703,0.028934456408023834,False,target,correct,5
