null_model,simulation,transition,population_mean_risk_difference
participant_current_condition_only,124,I_to_I,0.002997317309028861
participant_current_condition_only,125,C_to_C,0.0007153282692862905
participant_current_condition_only,125,I_to_C,0.0018384462113437458
participant_current_condition_only,125,C_to_I,0.0038817014711703055
participant_current_condition_only,125,I_to_I,0.0023390814717646415
participant_current_condition_only,126,C_to_C,0.0001265703029746329
participant_current_condition_only,126,I_to_C,0.001364263316373964
participant_current_condition_only,126,C_to_I,0.002933215987589928
participant_current_condition_only,126,I_to_I,0.002304169941053985
participant_current_condition_only,127,C_to_C,0.0017116012180360051
participant_current_condition_only,127,I_to_C,0.0001239240303461012
participant_current_condition_only,127,C_to_I,0.005609971093852428
participant_current_condition_only,127,I_to_I,0.003800308860051846
participant_current_condition_only,128,C_to_C,-2.7143804372782067e-05
participant_current_condition_only,128,I_to_C,0.0012995406175624843
participant_current_condition_only,128,C_to_I,0.0029605999526889294
participant_current_condition_only,128,I_to_I,0.002563729160536439
participant_current_condition_only,129,C_to_C,0.002153177362271829
participant_current_condition_only,129,I_to_C,0.0008312357719648573
participant_current_condition_only,129,C_to_I,0.009178525792992413
participant_current_condition_only,129,I_to_I,0.0021079968639834707
participant_current_condition_only,130,C_to_C,0.0014491001687224581
participant_current_condition_only,130,I_to_C,0.0006973950777324978
participant_current_condition_only,130,C_to_I,0.002720629565356051
participant_current_condition_only,130,I_to_I,0.003510564977087259
participant_current_condition_only,131,C_to_C,0.0016623537482218845
participant_current_condition_only,131,I_to_C,-7.047978752181148e-05
participant_current_condition_only,131,C_to_I,0.007057861585672667
participant_current_condition_only,131,I_to_I,0.0026071623651953415
participant_current_condition_only,132,C_to_C,0.0008113863282655417
participant_current_condition_only,132,I_to_C,0.0011335109626567207
participant_current_condition_only,132,C_to_I,0.005515416658030004
participant_current_condition_only,132,I_to_I,0.000849550190486079
participant_current_condition_only,133,C_to_C,0.0006134602467282611
participant_current_condition_only,133,I_to_C,0.0012334287883321675
participant_current_condition_only,133,C_to_I,0.0028105183885157384
participant_current_condition_only,133,I_to_I,0.0009886510646073521
participant_current_condition_only,134,C_to_C,0.0017455966783821164
participant_current_condition_only,134,I_to_C,0.0003429386810533638
participant_current_condition_only,134,C_to_I,0.002282709459916137
participant_current_condition_only,134,I_to_I,0.003410633809823751
participant_current_condition_only,135,C_to_C,0.001540937550292639
participant_current_condition_only,135,I_to_C,0.0018097413227355118
participant_current_condition_only,135,C_to_I,0.004389474958321323
participant_current_condition_only,135,I_to_I,0.0015258657646364019
participant_current_condition_only,136,C_to_C,0.0008409349780361785
participant_current_condition_only,136,I_to_C,0.0008317867279630779
participant_current_condition_only,136,C_to_I,0.0037823425631171464
participant_current_condition_only,136,I_to_I,0.0008948646187585912
participant_current_condition_only,137,C_to_C,0.002072684737131826
participant_current_condition_only,137,I_to_C,0.00014091765947720335
participant_current_condition_only,137,C_to_I,0.008640014871190684
participant_current_condition_only,137,I_to_I,0.003690913702769501
participant_current_condition_only,138,C_to_C,0.0009768861044174345
participant_current_condition_only,138,I_to_C,0.0011574001584394777
participant_current_condition_only,138,C_to_I,0.006136748575079064
participant_current_condition_only,138,I_to_I,0.0019135631585803106
participant_current_condition_only,139,C_to_C,0.0014231637565584193
participant_current_condition_only,139,I_to_C,0.00073758580065184
participant_current_condition_only,139,C_to_I,0.0038332986003044266
participant_current_condition_only,139,I_to_I,0.003209851731301069
participant_current_condition_only,140,C_to_C,0.0018253644382910676
participant_current_condition_only,140,I_to_C,0.0005036779969132603
participant_current_condition_only,140,C_to_I,0.004696515647704952
participant_current_condition_only,140,I_to_I,0.0035581827850014536
participant_current_condition_only,141,C_to_C,0.00048540745218894176
participant_current_condition_only,141,I_to_C,0.0009969787535479993
participant_current_condition_only,141,C_to_I,0.004586844357537559
participant_current_condition_only,141,I_to_I,0.0019019365956031756
participant_current_condition_only,142,C_to_C,0.0014262728863063696
participant_current_condition_only,142,I_to_C,0.0011588836750159183
participant_current_condition_only,142,C_to_I,0.0023468488104904676
participant_current_condition_only,142,I_to_I,0.0017681299448535355
participant_current_condition_only,143,C_to_C,0.0006251459693281064
participant_current_condition_only,143,I_to_C,0.0007800925808996627
participant_current_condition_only,143,C_to_I,0.0024754916210337654
participant_current_condition_only,143,I_to_I,0.000622174861583915
participant_current_condition_only,144,C_to_C,0.0024824890790066446
participant_current_condition_only,144,I_to_C,0.0007953477582984213
participant_current_condition_only,144,C_to_I,0.0009408883864960549
participant_current_condition_only,144,I_to_I,0.004285905304360261
participant_current_condition_only,145,C_to_C,0.0008544499168457531
participant_current_condition_only,145,I_to_C,0.0005411421378466573
participant_current_condition_only,145,C_to_I,0.009449912851718397
participant_current_condition_only,145,I_to_I,0.0017177159254815292
participant_current_condition_only,146,C_to_C,0.0006471298871075144
participant_current_condition_only,146,I_to_C,0.0008423437552168317
participant_current_condition_only,146,C_to_I,0.002303689929499076
participant_current_condition_only,146,I_to_I,0.0014625924615707204
participant_current_condition_only,147,C_to_C,0.0016094576636390377
participant_current_condition_only,147,I_to_C,0.0010121533787187228
participant_current_condition_only,147,C_to_I,0.006818083721673849
participant_current_condition_only,147,I_to_I,0.0019135291839043093
participant_current_condition_only,148,C_to_C,0.00041450522165915394
participant_current_condition_only,148,I_to_C,0.0016910182618913195
participant_current_condition_only,148,C_to_I,0.0025989739646936376
participant_current_condition_only,148,I_to_I,0.0025225606393890223
participant_current_condition_only,149,C_to_C,0.0016785822905107813
participant_current_condition_only,149,I_to_C,0.0017885323636645859
participant_current_condition_only,149,C_to_I,0.005359460833314502
participant_current_condition_only,149,I_to_I,0.0017107434927062359
participant_current_condition_only,150,C_to_C,0.0022320425601887444
participant_current_condition_only,150,I_to_C,0.0005266353658910212
participant_current_condition_only,150,C_to_I,0.0065051795447214735
participant_current_condition_only,150,I_to_I,0.003610329102632563
participant_current_condition_only,151,C_to_C,0.0015130561815547428
participant_current_condition_only,151,I_to_C,0.0012291854993252943
participant_current_condition_only,151,C_to_I,0.007160609774654825
participant_current_condition_only,151,I_to_I,0.0018491323984569008
participant_current_condition_only,152,C_to_C,0.0020396936711879455
participant_current_condition_only,152,I_to_C,0.0005285668769060336
participant_current_condition_only,152,C_to_I,0.004154110186996105
participant_current_condition_only,152,I_to_I,0.0023985257721157232
participant_current_condition_only,153,C_to_C,0.0005699026495313312
participant_current_condition_only,153,I_to_C,0.001307719851438871
participant_current_condition_only,153,C_to_I,0.0008487529235488671
participant_current_condition_only,153,I_to_I,0.00010673233107369506
participant_current_condition_only,154,C_to_C,0.0009404807033224509
participant_current_condition_only,154,I_to_C,0.0011542281608092001
participant_current_condition_only,154,C_to_I,0.0027834461408786653
participant_current_condition_only,154,I_to_I,0.003769312846240432
participant_current_condition_only,155,C_to_C,0.0001737475833892042
participant_current_condition_only,155,I_to_C,-0.0003782238035837799
participant_current_condition_only,155,C_to_I,0.005601413692175291
participant_current_condition_only,155,I_to_I,0.0030818028091154893
participant_current_condition_only,156,C_to_C,0.0016401460531636307
participant_current_condition_only,156,I_to_C,0.00015442123291416212
participant_current_condition_only,156,C_to_I,0.0065211546709791285
participant_current_condition_only,156,I_to_I,0.0006837729188068503
participant_current_condition_only,157,C_to_C,0.0011052824782126507
participant_current_condition_only,157,I_to_C,0.0005432650912280399
participant_current_condition_only,157,C_to_I,0.0013507620659340776
participant_current_condition_only,157,I_to_I,0.0035036284010289925
participant_current_condition_only,158,C_to_C,0.0006266150221977098
participant_current_condition_only,158,I_to_C,0.0013818282428861017
participant_current_condition_only,158,C_to_I,0.004504281236661951
participant_current_condition_only,158,I_to_I,0.0018892554838579316
participant_current_condition_only,159,C_to_C,0.0013037384923831634
participant_current_condition_only,159,I_to_C,-9.562241492112243e-05
participant_current_condition_only,159,C_to_I,0.004319628533210725
participant_current_condition_only,159,I_to_I,0.0014778193574462642
participant_current_condition_only,160,C_to_C,0.0005724043905380968
participant_current_condition_only,160,I_to_C,0.002097070025337798
participant_current_condition_only,160,C_to_I,0.005270909517095152
participant_current_condition_only,160,I_to_I,0.0007954808865635093
participant_current_condition_only,161,C_to_C,0.00154013012485458
participant_current_condition_only,161,I_to_C,0.000435173663377564
participant_current_condition_only,161,C_to_I,0.006634846215064919
participant_current_condition_only,161,I_to_I,-0.00036606999080387634
participant_current_condition_only,162,C_to_C,0.0015712003846925083
participant_current_condition_only,162,I_to_C,0.0006157353798549797
participant_current_condition_only,162,C_to_I,0.002984656620708142
participant_current_condition_only,162,I_to_I,0.0023600312591557384
participant_current_condition_only,163,C_to_C,0.000585659268561976
participant_current_condition_only,163,I_to_C,0.0006015240826755123
participant_current_condition_only,163,C_to_I,0.0061635830193980615
participant_current_condition_only,163,I_to_I,0.00041278390300537545
participant_current_condition_only,164,C_to_C,0.0009151678313980138
participant_current_condition_only,164,I_to_C,0.0010408881336037012
participant_current_condition_only,164,C_to_I,0.0052535875694820966
participant_current_condition_only,164,I_to_I,0.002891815509498795
participant_current_condition_only,165,C_to_C,0.0017007688449080217
participant_current_condition_only,165,I_to_C,0.0010641656795126343
participant_current_condition_only,165,C_to_I,0.006464440310483554
participant_current_condition_only,165,I_to_I,0.0017375460829065347
participant_current_condition_only,166,C_to_C,0.0009468742933612717
participant_current_condition_only,166,I_to_C,0.0015382661065381695
participant_current_condition_only,166,C_to_I,0.00502420367511699
participant_current_condition_only,166,I_to_I,0.0013756079214158215
participant_current_condition_only,167,C_to_C,0.0006119078305602043
participant_current_condition_only,167,I_to_C,0.000259083870706687
participant_current_condition_only,167,C_to_I,0.0017889499827020642
participant_current_condition_only,167,I_to_I,0.002373516064847005
participant_current_condition_only,168,C_to_C,1.757135425444631e-05
participant_current_condition_only,168,I_to_C,0.0010692843191364703
participant_current_condition_only,168,C_to_I,0.006379821759561069
participant_current_condition_only,168,I_to_I,0.003796444339282697
participant_current_condition_only,169,C_to_C,0.0028522698268035745
participant_current_condition_only,169,I_to_C,0.001226173418005392
participant_current_condition_only,169,C_to_I,0.0006473221400017354
participant_current_condition_only,169,I_to_I,0.002083033682360719
participant_current_condition_only,170,C_to_C,0.002865469160952387
participant_current_condition_only,170,I_to_C,0.0008238049680163398
participant_current_condition_only,170,C_to_I,0.009775861070292147
participant_current_condition_only,170,I_to_I,0.0036312324343454466
participant_current_condition_only,171,C_to_C,0.0010802412976427906
participant_current_condition_only,171,I_to_C,0.0009013970036755193
participant_current_condition_only,171,C_to_I,0.004173745104292944
participant_current_condition_only,171,I_to_I,0.002009611805391136
participant_current_condition_only,172,C_to_C,0.0014719326849677908
participant_current_condition_only,172,I_to_C,0.0009823673838473801
participant_current_condition_only,172,C_to_I,0.004963142635364331
participant_current_condition_only,172,I_to_I,0.00031882027643271015
participant_current_condition_only,173,C_to_C,0.0016161024602666736
participant_current_condition_only,173,I_to_C,0.0005372619587035604
participant_current_condition_only,173,C_to_I,0.004532266872890348
participant_current_condition_only,173,I_to_I,0.0025796270705190703
participant_current_condition_only,174,C_to_C,0.0007944820570040146
participant_current_condition_only,174,I_to_C,0.0006482763426178687
participant_current_condition_only,174,C_to_I,0.005220124636376982
participant_current_condition_only,174,I_to_I,0.0007125018387914203
participant_current_condition_only,175,C_to_C,0.0025031045714450054
participant_current_condition_only,175,I_to_C,0.00024793489138276394
participant_current_condition_only,175,C_to_I,0.007190950638300972
participant_current_condition_only,175,I_to_I,0.0014148111687473067
participant_current_condition_only,176,C_to_C,0.0006783592481101568
participant_current_condition_only,176,I_to_C,0.0013988921726881978
participant_current_condition_only,176,C_to_I,0.002908161564671199
participant_current_condition_only,176,I_to_I,-1.9030608731276377e-05
participant_current_condition_only,177,C_to_C,0.0009933250941546272
participant_current_condition_only,177,I_to_C,0.000353322271763007
participant_current_condition_only,177,C_to_I,0.00760578003669864
participant_current_condition_only,177,I_to_I,0.0023954320150657575
participant_current_condition_only,178,C_to_C,0.0014120864433797167
participant_current_condition_only,178,I_to_C,0.0010090288009645093
participant_current_condition_only,178,C_to_I,0.006569297171653924
participant_current_condition_only,178,I_to_I,0.002606794105173574
participant_current_condition_only,179,C_to_C,0.0018051000516115323
participant_current_condition_only,179,I_to_C,0.0014421076276595094
participant_current_condition_only,179,C_to_I,0.004767251122949904
participant_current_condition_only,179,I_to_I,0.002100699944461894
participant_current_condition_only,180,C_to_C,0.0001912465911058279
participant_current_condition_only,180,I_to_C,0.0019010679917212806
participant_current_condition_only,180,C_to_I,0.00494953728907168
participant_current_condition_only,180,I_to_I,0.0007375666672215998
participant_current_condition_only,181,C_to_C,0.00015394357105040211
participant_current_condition_only,181,I_to_C,0.0011518750710135836
participant_current_condition_only,181,C_to_I,0.003837800276401074
participant_current_condition_only,181,I_to_I,0.001935672450465961
participant_current_condition_only,182,C_to_C,0.002109871531593268
participant_current_condition_only,182,I_to_C,0.0017186448490878628
participant_current_condition_only,182,C_to_I,0.006771371336113955
participant_current_condition_only,182,I_to_I,0.002595331368441421
participant_current_condition_only,183,C_to_C,0.002520056000255432
participant_current_condition_only,183,I_to_C,0.001741848759016231
participant_current_condition_only,183,C_to_I,0.0011156864907202293
participant_current_condition_only,183,I_to_I,0.0019096400632310365
participant_current_condition_only,184,C_to_C,0.0008608205260570426
participant_current_condition_only,184,I_to_C,0.0010980060129548498
participant_current_condition_only,184,C_to_I,0.0017135616421476508
participant_current_condition_only,184,I_to_I,0.0009107935298575466
participant_current_condition_only,185,C_to_C,0.001628385135060123
participant_current_condition_only,185,I_to_C,0.001453499184808423
participant_current_condition_only,185,C_to_I,0.009098082961106198
participant_current_condition_only,185,I_to_I,0.0037974535993496148
participant_current_condition_only,186,C_to_C,0.0024377147338885373
participant_current_condition_only,186,I_to_C,0.0009962316143681208
participant_current_condition_only,186,C_to_I,0.006010411387800138
participant_current_condition_only,186,I_to_I,0.0005560150854508713
participant_current_condition_only,187,C_to_C,0.002509400459858499
participant_current_condition_only,187,I_to_C,0.0014068213897230944
participant_current_condition_only,187,C_to_I,0.0036673851520844496
participant_current_condition_only,187,I_to_I,0.002291962698222568
participant_current_condition_only,188,C_to_C,0.0012214528105529594
participant_current_condition_only,188,I_to_C,0.0007539115044569538
participant_current_condition_only,188,C_to_I,0.0031791609480297123
participant_current_condition_only,188,I_to_I,0.003148299177917565
participant_current_condition_only,189,C_to_C,0.001220227690359678
participant_current_condition_only,189,I_to_C,0.0014510554087691647
participant_current_condition_only,189,C_to_I,0.003760947533889761
participant_current_condition_only,189,I_to_I,0.00257625945894308
participant_current_condition_only,190,C_to_C,0.0010448418192212023
participant_current_condition_only,190,I_to_C,0.0008785162991584104
participant_current_condition_only,190,C_to_I,0.005761230062069986
participant_current_condition_only,190,I_to_I,0.0019157110979275982
participant_current_condition_only,191,C_to_C,0.0005474134240418176
participant_current_condition_only,191,I_to_C,0.0007748187149655903
participant_current_condition_only,191,C_to_I,0.005557107147388054
participant_current_condition_only,191,I_to_I,0.0025393598371437863
participant_current_condition_only,192,C_to_C,0.0016564954252852454
participant_current_condition_only,192,I_to_C,0.0016301863677165387
participant_current_condition_only,192,C_to_I,0.004348030751401894
participant_current_condition_only,192,I_to_I,-0.0001768134781865637
participant_current_condition_only,193,C_to_C,0.0013037032009346281
participant_current_condition_only,193,I_to_C,0.0014918924779128272
participant_current_condition_only,193,C_to_I,0.003750920086310964
participant_current_condition_only,193,I_to_I,0.001977199823123689
participant_current_condition_only,194,C_to_C,0.0010261859227243925
participant_current_condition_only,194,I_to_C,0.0003181133009114804
participant_current_condition_only,194,C_to_I,0.004197169503485778
participant_current_condition_only,194,I_to_I,0.0030907735992255093
participant_current_condition_only,195,C_to_C,0.0018252763053570175
participant_current_condition_only,195,I_to_C,0.00044524367480920386
participant_current_condition_only,195,C_to_I,0.005909075358815918
participant_current_condition_only,195,I_to_I,0.0016994631472415423
participant_current_condition_only,196,C_to_C,0.0002284887482226334
participant_current_condition_only,196,I_to_C,0.0015242338025939267
participant_current_condition_only,196,C_to_I,0.0061045020445624435
participant_current_condition_only,196,I_to_I,0.0026119497039234453
participant_current_condition_only,197,C_to_C,0.002198286683893625
participant_current_condition_only,197,I_to_C,0.0003264715538295027
participant_current_condition_only,197,C_to_I,0.00576241430075352
participant_current_condition_only,197,I_to_I,0.002233301615624159
participant_current_condition_only,198,C_to_C,0.0006738285873648035
participant_current_condition_only,198,I_to_C,0.0007608334196961344
participant_current_condition_only,198,C_to_I,0.0035417092474727923
participant_current_condition_only,198,I_to_I,0.0012120242599811093
participant_current_condition_only,199,C_to_C,0.0019890282638895694
participant_current_condition_only,199,I_to_C,0.0010767209982905088
participant_current_condition_only,199,C_to_I,0.0039247648818975705
participant_current_condition_only,199,I_to_I,0.001752630397823968
participant_current_condition_only,200,C_to_C,0.0013099141137319934
participant_current_condition_only,200,I_to_C,0.0028788609968151938
participant_current_condition_only,200,C_to_I,0.0022986521028713334
participant_current_condition_only,200,I_to_I,0.002469489439842363
participant_current_condition_only,201,C_to_C,0.001158772442842126
participant_current_condition_only,201,I_to_C,0.0014644835995133113
participant_current_condition_only,201,C_to_I,0.003553771704150739
participant_current_condition_only,201,I_to_I,0.0012617499443102497
participant_current_condition_only,202,C_to_C,0.0009678298815575062
participant_current_condition_only,202,I_to_C,0.0014431508057457432
participant_current_condition_only,202,C_to_I,0.007000269306950947
participant_current_condition_only,202,I_to_I,0.003072422962116589
participant_current_condition_only,203,C_to_C,0.001630709381106131
participant_current_condition_only,203,I_to_C,0.0012133451854460264
participant_current_condition_only,203,C_to_I,0.007146760206818971
participant_current_condition_only,203,I_to_I,0.002375418470347313
participant_current_condition_only,204,C_to_C,4.023953577187901e-05
participant_current_condition_only,204,I_to_C,0.00030848793739601463
participant_current_condition_only,204,C_to_I,0.007229126822030168
participant_current_condition_only,204,I_to_I,0.0010027470699591106
participant_current_condition_only,205,C_to_C,0.0022211563252632987
participant_current_condition_only,205,I_to_C,0.0005530730747215022
participant_current_condition_only,205,C_to_I,0.00664924562901541
participant_current_condition_only,205,I_to_I,0.002743177349548738
participant_current_condition_only,206,C_to_C,0.001280921787844926
participant_current_condition_only,206,I_to_C,0.001287854525299977
participant_current_condition_only,206,C_to_I,0.004979590592067294
participant_current_condition_only,206,I_to_I,0.003901477743751879
participant_current_condition_only,207,C_to_C,0.0006246895132911868
participant_current_condition_only,207,I_to_C,0.0009203835897270884
participant_current_condition_only,207,C_to_I,0.00045091388859031927
participant_current_condition_only,207,I_to_I,0.0008188016594612004
participant_current_condition_only,208,C_to_C,0.0015536035926981711
participant_current_condition_only,208,I_to_C,0.0007872128650532972
participant_current_condition_only,208,C_to_I,0.005907125513178982
participant_current_condition_only,208,I_to_I,0.00128379247474117
participant_current_condition_only,209,C_to_C,0.001537119451085762
participant_current_condition_only,209,I_to_C,0.001330002506555917
participant_current_condition_only,209,C_to_I,0.0021696898193307576
participant_current_condition_only,209,I_to_I,0.0005322938833912621
participant_current_condition_only,210,C_to_C,0.0016703858789240418
participant_current_condition_only,210,I_to_C,0.001444579250237139
participant_current_condition_only,210,C_to_I,0.002594653752233428
participant_current_condition_only,210,I_to_I,0.0017844644543009336
participant_current_condition_only,211,C_to_C,0.0014992636315233955
participant_current_condition_only,211,I_to_C,0.0002836577267066089
participant_current_condition_only,211,C_to_I,0.003067708985384485
participant_current_condition_only,211,I_to_I,0.004672857829792922
participant_current_condition_only,212,C_to_C,0.0009316183281363997
participant_current_condition_only,212,I_to_C,0.00018716430893309563
participant_current_condition_only,212,C_to_I,0.0031287006892458218
participant_current_condition_only,212,I_to_I,0.0026323882402704514
participant_current_condition_only,213,C_to_C,0.0020422500083730134
participant_current_condition_only,213,I_to_C,0.000544879045994405
participant_current_condition_only,213,C_to_I,0.0014806081742759732
participant_current_condition_only,213,I_to_I,0.0035881934406769432
participant_current_condition_only,214,C_to_C,0.0013152195674996485
participant_current_condition_only,214,I_to_C,0.000975418680806787
participant_current_condition_only,214,C_to_I,0.007337371620282099
participant_current_condition_only,214,I_to_I,0.0009646303319853586
participant_current_condition_only,215,C_to_C,0.0014023866658970149
participant_current_condition_only,215,I_to_C,-7.610039154139113e-05
participant_current_condition_only,215,C_to_I,0.008528296263848842
participant_current_condition_only,215,I_to_I,0.0028392611082974444
participant_current_condition_only,216,C_to_C,0.001351341219280213
participant_current_condition_only,216,I_to_C,0.0014416115945267882
participant_current_condition_only,216,C_to_I,0.0037791415366088483
participant_current_condition_only,216,I_to_I,0.0028277920458653454
participant_current_condition_only,217,C_to_C,0.001747410010387498
participant_current_condition_only,217,I_to_C,0.0016844195481662543
participant_current_condition_only,217,C_to_I,0.0017212273941001437
participant_current_condition_only,217,I_to_I,0.0010959431511952786
participant_current_condition_only,218,C_to_C,0.0007488445995472878
participant_current_condition_only,218,I_to_C,0.0015616605785976172
participant_current_condition_only,218,C_to_I,0.006261781815892192
participant_current_condition_only,218,I_to_I,0.003590381562436035
participant_current_condition_only,219,C_to_C,0.0013146509985196785
participant_current_condition_only,219,I_to_C,0.0012795957526040565
participant_current_condition_only,219,C_to_I,0.005260263579445556
participant_current_condition_only,219,I_to_I,0.001865582295373154
participant_current_condition_only,220,C_to_C,0.0004307879139960337
participant_current_condition_only,220,I_to_C,0.0005111073166416632
participant_current_condition_only,220,C_to_I,0.00419018628675545
participant_current_condition_only,220,I_to_I,0.0033021009486242123
participant_current_condition_only,221,C_to_C,0.0012589791306382232
participant_current_condition_only,221,I_to_C,0.0004901608305661937
participant_current_condition_only,221,C_to_I,0.004044066264677497
participant_current_condition_only,221,I_to_I,0.0023897607552304284
participant_current_condition_only,222,C_to_C,0.000789200134909169
participant_current_condition_only,222,I_to_C,0.0006443894384783564
participant_current_condition_only,222,C_to_I,0.0034377358281432
participant_current_condition_only,222,I_to_I,0.0027234653581027883
participant_current_condition_only,223,C_to_C,0.0007235313477756424
participant_current_condition_only,223,I_to_C,0.0015278222897428997
participant_current_condition_only,223,C_to_I,0.00720135891682948
participant_current_condition_only,223,I_to_I,0.0028454358487352617
participant_current_condition_only,224,C_to_C,0.0002553355123809284
participant_current_condition_only,224,I_to_C,0.0007740378889966391
participant_current_condition_only,224,C_to_I,0.005725555575806497
participant_current_condition_only,224,I_to_I,0.002489776003129726
participant_current_condition_only,225,C_to_C,0.0007512886207224361
participant_current_condition_only,225,I_to_C,-9.382877237046169e-05
participant_current_condition_only,225,C_to_I,0.0030517109531980444
participant_current_condition_only,225,I_to_I,0.0043300735454445596
participant_current_condition_only,226,C_to_C,0.0016466963469088372
participant_current_condition_only,226,I_to_C,0.0008583054817245428
participant_current_condition_only,226,C_to_I,0.003321236624950879
participant_current_condition_only,226,I_to_I,0.003158713767192806
participant_current_condition_only,227,C_to_C,0.0015518916359349147
participant_current_condition_only,227,I_to_C,0.0015095182366289235
participant_current_condition_only,227,C_to_I,0.006301828856415734
participant_current_condition_only,227,I_to_I,0.0038401911703388938
participant_current_condition_only,228,C_to_C,0.0010633091459105288
participant_current_condition_only,228,I_to_C,0.0004205736717043377
participant_current_condition_only,228,C_to_I,0.002990413915245172
participant_current_condition_only,228,I_to_I,0.0023548787661088434
participant_current_condition_only,229,C_to_C,0.0009454532656525102
participant_current_condition_only,229,I_to_C,0.0012986550097082118
participant_current_condition_only,229,C_to_I,0.004205121108948936
participant_current_condition_only,229,I_to_I,0.0014745954961310353
participant_current_condition_only,230,C_to_C,0.0021337815098685514
participant_current_condition_only,230,I_to_C,0.0014688014580842132
participant_current_condition_only,230,C_to_I,0.0032025700281725997
participant_current_condition_only,230,I_to_I,0.002122207084352473
participant_current_condition_only,231,C_to_C,0.0014652531494028591
participant_current_condition_only,231,I_to_C,0.0007625596466203602
participant_current_condition_only,231,C_to_I,0.004319625418929502
participant_current_condition_only,231,I_to_I,0.0013578052348522471
participant_current_condition_only,232,C_to_C,0.001618410954868086
participant_current_condition_only,232,I_to_C,0.0009150565008564452
participant_current_condition_only,232,C_to_I,0.006882520457634477
participant_current_condition_only,232,I_to_I,0.0028354099921651175
participant_current_condition_only,233,C_to_C,0.0015409355490948976
participant_current_condition_only,233,I_to_C,0.001819491308899037
participant_current_condition_only,233,C_to_I,0.0036573633858822227
participant_current_condition_only,233,I_to_I,0.003823881098656853
participant_current_condition_only,234,C_to_C,0.0011324416840228875
participant_current_condition_only,234,I_to_C,0.000637048596552461
participant_current_condition_only,234,C_to_I,0.005437965977810942
participant_current_condition_only,234,I_to_I,0.0019305981628777935
participant_current_condition_only,235,C_to_C,-0.00023887896703215264
participant_current_condition_only,235,I_to_C,0.0008344903563462928
participant_current_condition_only,235,C_to_I,0.0006918508032064284
participant_current_condition_only,235,I_to_I,0.0002592976522611785
participant_current_condition_only,236,C_to_C,0.0012360046380891167
participant_current_condition_only,236,I_to_C,-0.0004152796786511777
participant_current_condition_only,236,C_to_I,0.006446809300748513
participant_current_condition_only,236,I_to_I,0.004512519411501611
participant_current_condition_only,237,C_to_C,0.0016348370122271688
participant_current_condition_only,237,I_to_C,0.000731494651637386
participant_current_condition_only,237,C_to_I,0.0069077951391882456
participant_current_condition_only,237,I_to_I,0.0012859839182877571
participant_current_condition_only,238,C_to_C,0.0007409003543829214
participant_current_condition_only,238,I_to_C,0.0006399198782844613
participant_current_condition_only,238,C_to_I,0.00691891038958629
participant_current_condition_only,238,I_to_I,0.0025125380474252633
participant_current_condition_only,239,C_to_C,0.0026233742637320396
participant_current_condition_only,239,I_to_C,0.0004031781400214628
participant_current_condition_only,239,C_to_I,0.0030498937174432534
participant_current_condition_only,239,I_to_I,-0.00016087840707813743
participant_current_condition_only,240,C_to_C,0.0009844405162678883
participant_current_condition_only,240,I_to_C,0.001280007677968501
participant_current_condition_only,240,C_to_I,0.0030991001373596224
participant_current_condition_only,240,I_to_I,0.002611503848141964
participant_current_condition_only,241,C_to_C,0.0016464949374305103
participant_current_condition_only,241,I_to_C,0.0008807594350746603
participant_current_condition_only,241,C_to_I,0.0008033306492482687
participant_current_condition_only,241,I_to_I,0.0027746956862207527
participant_current_condition_only,242,C_to_C,0.000982575542666029
participant_current_condition_only,242,I_to_C,0.000853288560246388
participant_current_condition_only,242,C_to_I,0.0009611470109695602
participant_current_condition_only,242,I_to_I,0.0035100786484607736
participant_current_condition_only,243,C_to_C,0.0009611446180318595
participant_current_condition_only,243,I_to_C,0.0014142903689733834
participant_current_condition_only,243,C_to_I,-0.0014073512205691144
participant_current_condition_only,243,I_to_I,0.0033267238141660204
participant_current_condition_only,244,C_to_C,0.0017818335065196112
participant_current_condition_only,244,I_to_C,0.0013641351431535728
participant_current_condition_only,244,C_to_I,0.0077316785351180355
participant_current_condition_only,244,I_to_I,0.0029135064269013816
participant_current_condition_only,245,C_to_C,0.0011178454865025467
participant_current_condition_only,245,I_to_C,0.0003942212237282919
participant_current_condition_only,245,C_to_I,0.005571253965930342
participant_current_condition_only,245,I_to_I,0.002777163271141983
participant_current_condition_only,246,C_to_C,0.0009283945422181496
participant_current_condition_only,246,I_to_C,0.0012066552811129927
participant_current_condition_only,246,C_to_I,0.004458620258026617
participant_current_condition_only,246,I_to_I,0.0006866712371088562
participant_current_condition_only,247,C_to_C,0.002142944373208686
participant_current_condition_only,247,I_to_C,0.00043847070674330987
participant_current_condition_only,247,C_to_I,0.005780082653862964
participant_current_condition_only,247,I_to_I,0.0016781154744394148
participant_current_condition_only,248,C_to_C,0.001446695291124096
participant_current_condition_only,248,I_to_C,0.0014108201292951812
participant_current_condition_only,248,C_to_I,0.005466681730984339
participant_current_condition_only,248,I_to_I,0.001361532776012245
participant_current_condition_only,249,C_to_C,0.001231985264051611
participant_current_condition_only,249,I_to_C,0.001122028975269542
participant_current_condition_only,249,C_to_I,0.005601240590160966
participant_current_condition_only,249,I_to_I,0.0001966196578528939
participant_current_condition_only,250,C_to_C,0.0015857635404222395
participant_current_condition_only,250,I_to_C,0.001535351344797581
participant_current_condition_only,250,C_to_I,0.005631641862902422
