null_model,transition,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_z_vs_null,two_sided_simulation_p
generic_previous_error,C_to_C,0.040147287752519814,0.009595407004050508,0.0009395437315908858,0.00765594827264276,0.011260875943165815,32.51778466632652,0.0033222591362126247
generic_previous_error,C_to_I,0.04864141359790663,0.043592051180996,0.002405733317383458,0.03904254158510648,0.048274424084001635,2.0988870131301387,0.03986710963455149
generic_previous_error,I_to_C,0.03603180297867346,0.012551734072894801,0.0007295274600050395,0.011216468222593739,0.013902538274462185,32.18531199033476,0.0033222591362126247
generic_previous_error,I_to_I,0.04774064350121229,0.04821267094440094,0.0014871537632243376,0.04521051435754057,0.050885269692464236,-0.317403253692631,0.717607973421927
participant_current_condition_only,C_to_C,0.040147287752519814,0.0012137843588859165,0.0006867915146348756,-2.8765952500097784e-05,0.0025691174970935014,56.68896974408955,0.0033222591362126247
participant_current_condition_only,C_to_I,0.04864141359790663,0.004413447890459148,0.0020380540774122546,0.0006684732550239646,0.0088513002894939,21.701075647415767,0.0033222591362126247
participant_current_condition_only,I_to_C,0.03603180297867346,0.0010018259954967207,0.0005392363565805704,-8.530976947118202e-06,0.002157017465258632,64.96219432478625,0.0033222591362126247
participant_current_condition_only,I_to_I,0.04774064350121229,0.002066923397362986,0.001148618912473877,-1.7605645913752597e-05,0.004309093630929517,39.76403279437388,0.0033222591362126247
