analysis_group,replicate,time,target_state,flanker_state,noise_ampa
young_20_29,6,0.06,0.10401654,0.107430026,0.003
young_20_29,6,0.07,0.10501078,0.10714482,0.003
young_20_29,6,0.08,0.10644964,0.10609199,0.003
young_20_29,6,0.09,0.1094674,0.106624894,0.003
young_20_29,6,0.1,0.11141604,0.107260466,0.003
young_20_29,6,0.11,0.112584904,0.10659451,0.003
young_20_29,6,0.12,0.11428537,0.10610789,0.003
young_20_29,6,0.13,0.11521871,0.10534431,0.003
young_20_29,6,0.14,0.11566345,0.10402522,0.003
young_20_29,6,0.15,0.11715457,0.1036021,0.003
young_20_29,6,0.16,0.118061185,0.10288874,0.003
young_20_29,6,0.17,0.119424775,0.1026598,0.003
young_20_29,6,0.18,0.12061803,0.102555834,0.003
young_20_29,6,0.19,0.12275,0.101581894,0.003
young_20_29,6,0.2,0.12352876,0.10026844,0.003
young_20_29,6,0.21,0.125412,0.099700615,0.003
young_20_29,6,0.22,0.12977195,0.09856593,0.003
young_20_29,6,0.23,0.1326398,0.09792178,0.003
young_20_29,6,0.24,0.13422455,0.09629743,0.003
young_20_29,6,0.25,0.13677542,0.09591492,0.003
young_20_29,6,0.26,0.13950388,0.094309576,0.003
young_20_29,6,0.27,0.1429631,0.09267716,0.003
young_20_29,6,0.28,0.14453831,0.09036505,0.003
young_20_29,6,0.29,0.14745276,0.089758486,0.003
young_20_29,6,0.3,0.15020321,0.08839076,0.003
young_20_29,6,0.31,0.15302272,0.08701687,0.003
young_20_29,6,0.32,0.15419887,0.08537237,0.003
young_20_29,6,0.33,0.15605958,0.08352409,0.003
young_20_29,6,0.34,0.15968321,0.08211739,0.003
young_20_29,6,0.35000000000000003,0.16304912,0.0815687,0.003
young_20_29,6,0.36,0.16614002,0.08061886,0.003
young_20_29,6,0.37,0.1708116,0.07974474,0.003
young_20_29,6,0.38,0.17601606,0.07840502,0.003
young_20_29,6,0.39,0.179463,0.07714139,0.003
young_20_29,6,0.4,0.18398763,0.07514778,0.003
young_20_29,6,0.41000000000000003,0.18774243,0.07377051,0.003
young_20_29,6,0.42,0.19361888,0.072698385,0.003
young_20_29,6,0.43,0.1998756,0.07168434,0.003
young_20_29,6,0.44,0.20385812,0.070459545,0.003
young_20_29,6,0.45,0.2104083,0.06946471,0.003
young_20_29,6,0.46,0.21565382,0.06873029,0.003
young_20_29,6,0.47000000000000003,0.22130951,0.06793655,0.003
young_20_29,6,0.48,0.22623064,0.06737994,0.003
young_20_29,6,0.49,0.23170935,0.06591739,0.003
young_20_29,6,0.5,0.23924863,0.065423466,0.003
young_20_29,6,0.51,0.24657516,0.064580716,0.003
young_20_29,6,0.52,0.25414234,0.063162215,0.003
young_20_29,6,0.53,0.26023066,0.062200386,0.003
young_20_29,6,0.54,0.2680432,0.061685346,0.003
young_20_29,6,0.55,0.27615118,0.060917273,0.003
young_20_29,6,0.56,0.28576908,0.059969638,0.003
young_20_29,6,0.5700000000000001,0.29688603,0.059026178,0.003
young_20_29,6,0.58,0.30515125,0.05776133,0.003
young_20_29,6,0.59,0.31554183,0.05656746,0.003
young_20_29,6,0.6,0.32528538,0.05544171,0.003
young_20_29,6,0.61,0.33499005,0.053960726,0.003
young_20_29,6,0.62,0.34531108,0.052684076,0.003
young_20_29,6,0.63,0.35568684,0.051872477,0.003
young_20_29,6,0.64,0.36894912,0.050685238,0.003
young_20_29,6,0.65,0.38157263,0.04957055,0.003
young_20_29,6,0.66,0.39254233,0.04875854,0.003
young_20_29,6,0.67,0.4062863,0.048139688,0.003
young_20_29,6,0.68,0.4184589,0.047103062,0.003
young_20_29,6,0.6900000000000001,0.43280604,0.046065155,0.003
young_20_29,6,0.7000000000000001,0.4502291,0.044870075,0.003
young_20_29,6,0.71,0.4648625,0.043782488,0.003
young_20_29,6,0.72,0.48095888,0.04298542,0.003
young_20_29,6,0.73,0.4932908,0.042193685,0.003
young_20_29,6,0.74,0.5078017,0.041201875,0.003
young_20_29,6,0.75,0.5227658,0.03996027,0.003
young_20_29,6,0.76,0.5350298,0.03901112,0.003
young_20_29,6,0.77,0.54775584,0.038159028,0.003
young_20_29,6,0.78,0.5473508,0.037393395,0.003
young_20_29,6,0.79,0.545825,0.036553826,0.003
young_20_29,7,0.0,0.10059127,0.10132967,0.003
young_20_29,7,0.01,0.102148496,0.10285447,0.003
young_20_29,7,0.02,0.10181732,0.1035283,0.003
young_20_29,7,0.03,0.10205524,0.1036883,0.003
young_20_29,7,0.04,0.10406381,0.10432276,0.003
young_20_29,7,0.05,0.104357116,0.10523018,0.003
young_20_29,7,0.06,0.10449495,0.105113044,0.003
young_20_29,7,0.07,0.10486585,0.10693923,0.003
young_20_29,7,0.08,0.106097676,0.10801691,0.003
young_20_29,7,0.09,0.107817315,0.10819291,0.003
young_20_29,7,0.1,0.109193176,0.10850771,0.003
young_20_29,7,0.11,0.110511646,0.10824224,0.003
young_20_29,7,0.12,0.113214366,0.108474456,0.003
young_20_29,7,0.13,0.11521579,0.10801958,0.003
young_20_29,7,0.14,0.11619446,0.10720985,0.003
young_20_29,7,0.15,0.11947608,0.107172646,0.003
young_20_29,7,0.16,0.12052119,0.10659996,0.003
young_20_29,7,0.17,0.12218488,0.105853766,0.003
young_20_29,7,0.18,0.12439745,0.104330584,0.003
young_20_29,7,0.19,0.12627077,0.10397502,0.003
young_20_29,7,0.2,0.12922262,0.101964705,0.003
young_20_29,7,0.21,0.1316773,0.1010567,0.003
young_20_29,7,0.22,0.13300635,0.1002275,0.003
young_20_29,7,0.23,0.13524142,0.099261455,0.003
young_20_29,7,0.24,0.13566479,0.097611815,0.003
young_20_29,7,0.25,0.13777268,0.09615232,0.003
young_20_29,7,0.26,0.14077336,0.09542861,0.003
young_20_29,7,0.27,0.14355512,0.093324326,0.003
young_20_29,7,0.28,0.1476001,0.09218986,0.003
young_20_29,7,0.29,0.15107529,0.09002648,0.003
young_20_29,7,0.3,0.15486532,0.08965295,0.003
young_20_29,7,0.31,0.15880969,0.08846559,0.003
young_20_29,7,0.32,0.16239554,0.08729104,0.003
young_20_29,7,0.33,0.1659051,0.08523003,0.003
young_20_29,7,0.34,0.1695609,0.08341803,0.003
young_20_29,7,0.35000000000000003,0.1741843,0.08213723,0.003
young_20_29,7,0.36,0.17733444,0.080882914,0.003
young_20_29,7,0.37,0.18137506,0.07949148,0.003
young_20_29,7,0.38,0.18639374,0.07764355,0.003
young_20_29,7,0.39,0.19092426,0.07689906,0.003
young_20_29,7,0.4,0.19463487,0.07520365,0.003
young_20_29,7,0.41000000000000003,0.19830278,0.0739431,0.003
young_20_29,7,0.42,0.20428395,0.07248703,0.003
young_20_29,7,0.43,0.20863852,0.07101077,0.003
young_20_29,7,0.44,0.21284498,0.06919133,0.003
young_20_29,7,0.45,0.21892653,0.06780195,0.003
young_20_29,7,0.46,0.22509672,0.06760624,0.003
young_20_29,7,0.47000000000000003,0.23017128,0.06693953,0.003
young_20_29,7,0.48,0.23773368,0.06641077,0.003
young_20_29,7,0.49,0.24566093,0.064763054,0.003
young_20_29,7,0.5,0.25411004,0.06365922,0.003
young_20_29,7,0.51,0.25882158,0.06275007,0.003
young_20_29,7,0.52,0.26715145,0.061727356,0.003
young_20_29,7,0.53,0.2751658,0.060788278,0.003
young_20_29,7,0.54,0.28320006,0.060245924,0.003
young_20_29,7,0.55,0.28709885,0.058944635,0.003
young_20_29,7,0.56,0.2948963,0.057789654,0.003
young_20_29,7,0.5700000000000001,0.30498543,0.056923136,0.003
young_20_29,7,0.58,0.3139253,0.055671822,0.003
young_20_29,7,0.59,0.3262893,0.054642353,0.003
young_20_29,7,0.6,0.33701596,0.054142207,0.003
young_20_29,7,0.61,0.34836528,0.052862328,0.003
young_20_29,7,0.62,0.36180735,0.051638864,0.003
young_20_29,7,0.63,0.37166855,0.05075175,0.003
young_20_29,7,0.64,0.38655204,0.049781475,0.003
young_20_29,7,0.65,0.39889202,0.048534933,0.003
young_20_29,7,0.66,0.41242805,0.047870845,0.003
young_20_29,7,0.67,0.42541003,0.04687922,0.003
young_20_29,7,0.68,0.43904555,0.04602195,0.003
young_20_29,7,0.6900000000000001,0.45355126,0.04488604,0.003
young_20_29,7,0.7000000000000001,0.46891263,0.043618158,0.003
young_20_29,7,0.71,0.48383433,0.04251934,0.003
young_20_29,7,0.72,0.4982651,0.041494906,0.003
young_20_29,7,0.73,0.5097506,0.040603247,0.003
young_20_29,7,0.74,0.52264583,0.03962894,0.003
young_20_29,7,0.75,0.53619784,0.038581807,0.003
young_20_29,7,0.76,0.5477649,0.03753993,0.003
young_20_29,7,0.77,0.55783254,0.036842786,0.003
young_20_29,7,0.78,0.5570042,0.03630985,0.003
young_20_29,7,0.79,0.5543808,0.03593307,0.003
young_20_29,8,0.0,0.09849539,0.101752155,0.003
young_20_29,8,0.01,0.09796202,0.10345094,0.003
young_20_29,8,0.02,0.09967679,0.104969375,0.003
young_20_29,8,0.03,0.10032525,0.105933085,0.003
young_20_29,8,0.04,0.100875586,0.10641869,0.003
young_20_29,8,0.05,0.1015854,0.10703229,0.003
young_20_29,8,0.06,0.10217992,0.10828052,0.003
young_20_29,8,0.07,0.10246793,0.10942446,0.003
young_20_29,8,0.08,0.10403029,0.10919675,0.003
young_20_29,8,0.09,0.10440356,0.11004251,0.003
young_20_29,8,0.1,0.10604039,0.10861079,0.003
young_20_29,8,0.11,0.10813234,0.10872724,0.003
young_20_29,8,0.12,0.109411284,0.108311266,0.003
young_20_29,8,0.13,0.11100299,0.10849879,0.003
young_20_29,8,0.14,0.11315451,0.10893049,0.003
young_20_29,8,0.15,0.11440826,0.10771327,0.003
young_20_29,8,0.16,0.11443973,0.10789019,0.003
young_20_29,8,0.17,0.11601948,0.107139766,0.003
young_20_29,8,0.18,0.11787198,0.1058746,0.003
young_20_29,8,0.19,0.11929916,0.104295306,0.003
young_20_29,8,0.2,0.12199492,0.103925705,0.003
young_20_29,8,0.21,0.124593,0.10240102,0.003
young_20_29,8,0.22,0.12658635,0.10172377,0.003
young_20_29,8,0.23,0.1283117,0.09964281,0.003
young_20_29,8,0.24,0.12889145,0.09823121,0.003
young_20_29,8,0.25,0.13035628,0.09675461,0.003
young_20_29,8,0.26,0.13245848,0.09532876,0.003
young_20_29,8,0.27,0.13571848,0.09434042,0.003
young_20_29,8,0.28,0.13989343,0.09341109,0.003
young_20_29,8,0.29,0.14259796,0.09168117,0.003
young_20_29,8,0.3,0.14568807,0.09075464,0.003
young_20_29,8,0.31,0.14943779,0.089962736,0.003
young_20_29,8,0.32,0.15203004,0.088320866,0.003
young_20_29,8,0.33,0.15513897,0.086763956,0.003
young_20_29,8,0.34,0.15877676,0.0855359,0.003
young_20_29,8,0.35000000000000003,0.16189334,0.08372482,0.003
young_20_29,8,0.36,0.16652359,0.08227583,0.003
young_20_29,8,0.37,0.17075378,0.08092686,0.003
young_20_29,8,0.38,0.17492181,0.07961756,0.003
young_20_29,8,0.39,0.17850243,0.078804836,0.003
young_20_29,8,0.4,0.1829642,0.078258656,0.003
young_20_29,8,0.41000000000000003,0.18731745,0.07725335,0.003
young_20_29,8,0.42,0.19215196,0.07649381,0.003
young_20_29,8,0.43,0.1972487,0.075008154,0.003
young_20_29,8,0.44,0.20212542,0.07399933,0.003
young_20_29,8,0.45,0.20780332,0.073649675,0.003
young_20_29,8,0.46,0.21393487,0.072611384,0.003
young_20_29,8,0.47000000000000003,0.22182234,0.07058808,0.003
young_20_29,8,0.48,0.22753644,0.0695443,0.003
young_20_29,8,0.49,0.23358685,0.06868468,0.003
young_20_29,8,0.5,0.23806056,0.066845685,0.003
young_20_29,8,0.51,0.24720673,0.06532892,0.003
young_20_29,8,0.52,0.25588897,0.06418664,0.003
young_20_29,8,0.53,0.265235,0.06258451,0.003
young_20_29,8,0.54,0.27196237,0.061630044,0.003
young_20_29,8,0.55,0.27972054,0.060347944,0.003
young_20_29,8,0.56,0.290404,0.05865783,0.003
young_20_29,8,0.5700000000000001,0.29695237,0.058134444,0.003
young_20_29,8,0.58,0.3043909,0.05711083,0.003
young_20_29,8,0.59,0.3147073,0.056061618,0.003
young_20_29,8,0.6,0.3215615,0.055105865,0.003
young_20_29,8,0.61,0.33252984,0.05411458,0.003
young_20_29,8,0.62,0.3423293,0.053247783,0.003
young_20_29,8,0.63,0.3522032,0.052079488,0.003
young_20_29,8,0.64,0.36362803,0.051127132,0.003
young_20_29,8,0.65,0.37675413,0.05024041,0.003
young_20_29,8,0.66,0.38993222,0.04953097,0.003
young_20_29,8,0.67,0.4024166,0.048437238,0.003
young_20_29,8,0.68,0.41450712,0.04715657,0.003
young_20_29,8,0.6900000000000001,0.43021262,0.045721807,0.003
young_20_29,8,0.7000000000000001,0.4466783,0.044844013,0.003
young_20_29,8,0.71,0.4618866,0.0438595,0.003
young_20_29,8,0.72,0.47634658,0.042757202,0.003
young_20_29,8,0.73,0.48982885,0.041992247,0.003
young_20_29,8,0.74,0.50451106,0.04077031,0.003
young_20_29,8,0.75,0.5193077,0.039405536,0.003
young_20_29,8,0.76,0.5325365,0.03872704,0.003
young_20_29,8,0.77,0.5448042,0.03780891,0.003
young_20_29,8,0.78,0.5432791,0.036979876,0.003
young_20_29,8,0.79,0.5436449,0.0364356,0.003
young_20_29,9,0.0,0.099878706,0.101775765,0.003
young_20_29,9,0.01,0.10082055,0.10197503,0.003
young_20_29,9,0.02,0.10097592,0.10297217,0.003
young_20_29,9,0.03,0.10247902,0.10308436,0.003
young_20_29,9,0.04,0.102570675,0.10254265,0.003
young_20_29,9,0.05,0.10394017,0.103103146,0.003
young_20_29,9,0.06,0.10431483,0.10317684,0.003
young_20_29,9,0.07,0.105202146,0.10276092,0.003
young_20_29,9,0.08,0.106881276,0.10278802,0.003
young_20_29,9,0.09,0.1085849,0.103148535,0.003
young_20_29,9,0.1,0.10935541,0.10344967,0.003
young_20_29,9,0.11,0.110257275,0.10273594,0.003
young_20_29,9,0.12,0.11195577,0.101752214,0.003
young_20_29,9,0.13,0.11412792,0.10186384,0.003
young_20_29,9,0.14,0.114867434,0.10142894,0.003
young_20_29,9,0.15,0.11754186,0.100546904,0.003
young_20_29,9,0.16,0.11977386,0.09970955,0.003
young_20_29,9,0.17,0.122603156,0.09946441,0.003
young_20_29,9,0.18,0.124792725,0.09873126,0.003
young_20_29,9,0.19,0.12872541,0.09828561,0.003
young_20_29,9,0.2,0.13026147,0.096666336,0.003
young_20_29,9,0.21,0.13347656,0.09523153,0.003
young_20_29,9,0.22,0.13699138,0.09454202,0.003
young_20_29,9,0.23,0.13881971,0.09356831,0.003
young_20_29,9,0.24,0.1422989,0.092514746,0.003
young_20_29,9,0.25,0.14646411,0.09194207,0.003
young_20_29,9,0.26,0.14730372,0.09149633,0.003
young_20_29,9,0.27,0.14933692,0.090702794,0.003
young_20_29,9,0.28,0.15180413,0.08926403,0.003
young_20_29,9,0.29,0.15449099,0.08813585,0.003
young_20_29,9,0.3,0.15607524,0.08633479,0.003
young_20_29,9,0.31,0.15856875,0.08554317,0.003
young_20_29,9,0.32,0.16304496,0.084143505,0.003
young_20_29,9,0.33,0.16703881,0.08278413,0.003
young_20_29,9,0.34,0.17139094,0.082381286,0.003
young_20_29,9,0.35000000000000003,0.1735494,0.08178177,0.003
young_20_29,9,0.36,0.17802282,0.080428906,0.003
young_20_29,9,0.37,0.18029945,0.07971069,0.003
young_20_29,9,0.38,0.18442287,0.078206636,0.003
young_20_29,9,0.39,0.18961807,0.0774631,0.003
young_20_29,9,0.4,0.19427258,0.075783074,0.003
young_20_29,9,0.41000000000000003,0.19806688,0.07473479,0.003
young_20_29,9,0.42,0.20403492,0.07415345,0.003
young_20_29,9,0.43,0.2094436,0.07320938,0.003
young_20_29,9,0.44,0.21442983,0.071951866,0.003
young_20_29,9,0.45,0.22141507,0.0711573,0.003
young_20_29,9,0.46,0.22673386,0.06994069,0.003
young_20_29,9,0.47000000000000003,0.23146465,0.06858461,0.003
young_20_29,9,0.48,0.2373775,0.06747547,0.003
young_20_29,9,0.49,0.24404351,0.06557173,0.003
young_20_29,9,0.5,0.25046134,0.06437251,0.003
young_20_29,9,0.51,0.25780624,0.06316616,0.003
young_20_29,9,0.52,0.2650685,0.06250395,0.003
young_20_29,9,0.53,0.27293104,0.06136549,0.003
young_20_29,9,0.54,0.27967593,0.060146026,0.003
young_20_29,9,0.55,0.28713173,0.05898799,0.003
young_20_29,9,0.56,0.29603407,0.058062617,0.003
young_20_29,9,0.5700000000000001,0.3053052,0.05756336,0.003
young_20_29,9,0.58,0.31630078,0.056429446,0.003
young_20_29,9,0.59,0.3255768,0.05520615,0.003
young_20_29,9,0.6,0.33730137,0.05464204,0.003
young_20_29,9,0.61,0.3486333,0.05320903,0.003
young_20_29,9,0.62,0.35895965,0.0521809,0.003
young_20_29,9,0.63,0.36831355,0.05091203,0.003
young_20_29,9,0.64,0.38000843,0.05013114,0.003
young_20_29,9,0.65,0.3922774,0.048903827,0.003
young_20_29,9,0.66,0.40526313,0.048268143,0.003
young_20_29,9,0.67,0.41690993,0.04697582,0.003
young_20_29,9,0.68,0.43061197,0.045983877,0.003
young_20_29,9,0.6900000000000001,0.4422904,0.045207664,0.003
young_20_29,9,0.7000000000000001,0.45740527,0.04398274,0.003
young_20_29,9,0.71,0.4726484,0.043114554,0.003
young_20_29,9,0.72,0.48560098,0.041875955,0.003
young_20_29,9,0.73,0.50012726,0.0410814,0.003
young_20_29,9,0.74,0.5118336,0.03998055,0.003
young_20_29,9,0.75,0.5258807,0.038863786,0.003
young_20_29,9,0.76,0.5391006,0.03793126,0.003
young_20_29,9,0.77,0.5498559,0.036996953,0.003
young_20_29,9,0.78,0.5476968,0.036509525,0.003
young_20_29,9,0.79,0.5447675,0.035827905,0.003
young_20_29,10,0.0,0.100686215,0.101300485,0.003
young_20_29,10,0.01,0.1005435,0.10234759,0.003
young_20_29,10,0.02,0.10082181,0.10232968,0.003
young_20_29,10,0.03,0.10062634,0.10403423,0.003
young_20_29,10,0.04,0.100790255,0.10517913,0.003
young_20_29,10,0.05,0.101452455,0.10569162,0.003
young_20_29,10,0.06,0.10205225,0.10569948,0.003
young_20_29,10,0.07,0.10205991,0.106022775,0.003
young_20_29,10,0.08,0.1038645,0.10587078,0.003
young_20_29,10,0.09,0.10533638,0.10536905,0.003
young_20_29,10,0.1,0.10698828,0.10666368,0.003
young_20_29,10,0.11,0.10839246,0.10591644,0.003
young_20_29,10,0.12,0.11091755,0.10593887,0.003
young_20_29,10,0.13,0.11231775,0.10552609,0.003
young_20_29,10,0.14,0.1142821,0.10426017,0.003
young_20_29,10,0.15,0.11575532,0.10450882,0.003
young_20_29,10,0.16,0.11796785,0.10463034,0.003
young_20_29,10,0.17,0.120762564,0.10513341,0.003
young_20_29,10,0.18,0.12276102,0.10431595,0.003
young_20_29,10,0.19,0.12455843,0.10341012,0.003
young_20_29,10,0.2,0.1270037,0.10196103,0.003
young_20_29,10,0.21,0.12926643,0.10065158,0.003
young_20_29,10,0.22,0.1305207,0.0995803,0.003
young_20_29,10,0.23,0.13246025,0.098007515,0.003
young_20_29,10,0.24,0.13374165,0.09638377,0.003
young_20_29,10,0.25,0.1353966,0.095605284,0.003
young_20_29,10,0.26,0.13772511,0.09474424,0.003
young_20_29,10,0.27,0.13940533,0.0932114,0.003
young_20_29,10,0.28,0.14352362,0.09242373,0.003
young_20_29,10,0.29,0.1476337,0.09089551,0.003
young_20_29,10,0.3,0.1506411,0.089587934,0.003
young_20_29,10,0.31,0.15368514,0.08806159,0.003
young_20_29,10,0.32,0.15756893,0.087676816,0.003
young_20_29,10,0.33,0.16158694,0.08586083,0.003
young_20_29,10,0.34,0.16495834,0.08478173,0.003
young_20_29,10,0.35000000000000003,0.16759638,0.083370164,0.003
young_20_29,10,0.36,0.17139375,0.08172127,0.003
young_20_29,10,0.37,0.17513248,0.08024341,0.003
young_20_29,10,0.38,0.17800081,0.07871282,0.003
young_20_29,10,0.39,0.18210988,0.07710311,0.003
young_20_29,10,0.4,0.18715538,0.07580837,0.003
young_20_29,10,0.41000000000000003,0.19080167,0.07453654,0.003
young_20_29,10,0.42,0.19623873,0.07302777,0.003
young_20_29,10,0.43,0.2000872,0.07205631,0.003
young_20_29,10,0.44,0.20503283,0.07084271,0.003
young_20_29,10,0.45,0.2105098,0.06940671,0.003
young_20_29,10,0.46,0.21796712,0.06797706,0.003
young_20_29,10,0.47000000000000003,0.2243806,0.06659667,0.003
young_20_29,10,0.48,0.23327413,0.065011114,0.003
young_20_29,10,0.49,0.237925,0.06363632,0.003
young_20_29,10,0.5,0.2410045,0.06352396,0.003
young_20_29,10,0.51,0.2474548,0.06273625,0.003
young_20_29,10,0.52,0.25677282,0.061912514,0.003
young_20_29,10,0.53,0.26338995,0.060823508,0.003
young_20_29,10,0.54,0.27213028,0.0599334,0.003
young_20_29,10,0.55,0.2807087,0.05889912,0.003
young_20_29,10,0.56,0.28807256,0.058166265,0.003
young_20_29,10,0.5700000000000001,0.29593012,0.056745958,0.003
young_20_29,10,0.58,0.30502427,0.055944365,0.003
young_20_29,10,0.59,0.31351188,0.055316325,0.003
young_20_29,10,0.6,0.3234183,0.054129638,0.003
young_20_29,10,0.61,0.3367519,0.05335427,0.003
young_20_29,10,0.62,0.35025835,0.05269615,0.003
young_20_29,10,0.63,0.36165023,0.051640842,0.003
young_20_29,10,0.64,0.37549305,0.05058641,0.003
young_20_29,10,0.65,0.38785928,0.04915607,0.003
young_20_29,10,0.66,0.400411,0.047981005,0.003
young_20_29,10,0.67,0.41266298,0.047092352,0.003
young_20_29,10,0.68,0.42543182,0.04642306,0.003
young_20_29,10,0.6900000000000001,0.43850017,0.045403212,0.003
young_20_29,10,0.7000000000000001,0.45475903,0.044544794,0.003
young_20_29,10,0.71,0.46687177,0.04345812,0.003
young_20_29,10,0.72,0.48154467,0.04263474,0.003
young_20_29,10,0.73,0.4951617,0.041679587,0.003
young_20_29,10,0.74,0.5119418,0.0407705,0.003
young_20_29,10,0.75,0.5244878,0.03949961,0.003
young_20_29,10,0.76,0.53879106,0.038686913,0.003
young_20_29,10,0.77,0.55099636,0.03775664,0.003
young_20_29,10,0.78,0.54971766,0.037022695,0.003
young_20_29,10,0.79,0.55020624,0.03644068,0.003
young_20_29,11,0.0,0.09883148,0.09884294,0.003
young_20_29,11,0.01,0.098577656,0.09986316,0.003
young_20_29,11,0.02,0.098897934,0.099968486,0.003
young_20_29,11,0.03,0.099993475,0.10093697,0.003
young_20_29,11,0.04,0.10019332,0.10247608,0.003
young_20_29,11,0.05,0.1014809,0.10302778,0.003
young_20_29,11,0.06,0.10328734,0.10376106,0.003
young_20_29,11,0.07,0.10510239,0.10381607,0.003
young_20_29,11,0.08,0.10707821,0.10437336,0.003
young_20_29,11,0.09,0.108397506,0.10407823,0.003
young_20_29,11,0.1,0.10870069,0.10499548,0.003
young_20_29,11,0.11,0.11120544,0.10475824,0.003
young_20_29,11,0.12,0.11286363,0.105288565,0.003
young_20_29,11,0.13,0.11440786,0.10628815,0.003
young_20_29,11,0.14,0.11649102,0.106025286,0.003
young_20_29,11,0.15,0.11769199,0.10559861,0.003
young_20_29,11,0.16,0.11989005,0.10489198,0.003
young_20_29,11,0.17,0.12147125,0.104791,0.003
young_20_29,11,0.18,0.12301851,0.104184076,0.003
young_20_29,11,0.19,0.12395339,0.10398616,0.003
young_20_29,11,0.2,0.1267848,0.1034201,0.003
young_20_29,11,0.21,0.13130857,0.1031315,0.003
young_20_29,11,0.22,0.13384306,0.10223886,0.003
young_20_29,11,0.23,0.13579907,0.10154295,0.003
young_20_29,11,0.24,0.13855618,0.09959491,0.003
young_20_29,11,0.25,0.14085534,0.09678312,0.003
young_20_29,11,0.26,0.14194062,0.09533748,0.003
young_20_29,11,0.27,0.14380449,0.093791425,0.003
young_20_29,11,0.28,0.1454568,0.09258058,0.003
young_20_29,11,0.29,0.14836314,0.09164738,0.003
young_20_29,11,0.3,0.14980184,0.089507796,0.003
young_20_29,11,0.31,0.15386963,0.08911512,0.003
young_20_29,11,0.32,0.15741833,0.08848002,0.003
young_20_29,11,0.33,0.15919207,0.08724947,0.003
young_20_29,11,0.34,0.16177176,0.08582935,0.003
young_20_29,11,0.35000000000000003,0.16536765,0.08441398,0.003
young_20_29,11,0.36,0.1684386,0.08329462,0.003
young_20_29,11,0.37,0.1708728,0.08202441,0.003
young_20_29,11,0.38,0.17354624,0.08116982,0.003
young_20_29,11,0.39,0.17737943,0.080162555,0.003
young_20_29,11,0.4,0.18024738,0.07877047,0.003
young_20_29,11,0.41000000000000003,0.18396612,0.0769929,0.003
young_20_29,11,0.42,0.19157729,0.07631337,0.003
young_20_29,11,0.43,0.19663115,0.075246006,0.003
young_20_29,11,0.44,0.20084599,0.0737558,0.003
young_20_29,11,0.45,0.20504662,0.07235697,0.003
young_20_29,11,0.46,0.20935893,0.07181676,0.003
young_20_29,11,0.47000000000000003,0.21402939,0.070670836,0.003
young_20_29,11,0.48,0.21911974,0.0692552,0.003
young_20_29,11,0.49,0.22412656,0.0680202,0.003
young_20_29,11,0.5,0.2289588,0.06627447,0.003
young_20_29,11,0.51,0.23501328,0.064947024,0.003
young_20_29,11,0.52,0.24172264,0.063813746,0.003
young_20_29,11,0.53,0.251228,0.06284235,0.003
young_20_29,11,0.54,0.25938028,0.061587207,0.003
young_20_29,11,0.55,0.2662249,0.06003167,0.003
young_20_29,11,0.56,0.273221,0.059384998,0.003
young_20_29,11,0.5700000000000001,0.28162402,0.05829148,0.003
young_20_29,11,0.58,0.2902014,0.057275653,0.003
young_20_29,11,0.59,0.3004029,0.056216173,0.003
young_20_29,11,0.6,0.31072462,0.055267405,0.003
young_20_29,11,0.61,0.3216562,0.054255545,0.003
young_20_29,11,0.62,0.33365086,0.053026635,0.003
young_20_29,11,0.63,0.34546676,0.05249737,0.003
young_20_29,11,0.64,0.35635474,0.051266912,0.003
young_20_29,11,0.65,0.369146,0.05014931,0.003
young_20_29,11,0.66,0.37894052,0.049119964,0.003
young_20_29,11,0.67,0.39187014,0.048447777,0.003
young_20_29,11,0.68,0.40477645,0.04678333,0.003
young_20_29,11,0.6900000000000001,0.41779777,0.045408897,0.003
young_20_29,11,0.7000000000000001,0.4331199,0.044437435,0.003
young_20_29,11,0.71,0.44535285,0.04351357,0.003
young_20_29,11,0.72,0.45968306,0.042774107,0.003
young_20_29,11,0.73,0.47618365,0.041341368,0.003
young_20_29,11,0.74,0.49054986,0.04053789,0.003
young_20_29,11,0.75,0.5042834,0.039661106,0.003
young_20_29,11,0.76,0.5200645,0.03874598,0.003
young_20_29,11,0.77,0.5315641,0.03793655,0.003
young_20_29,11,0.78,0.53011745,0.037510183,0.003
young_20_29,11,0.79,0.5285839,0.037073985,0.003
older_80_89,0,0.0,0.10206267,0.10208866,0.006
older_80_89,0,0.01,0.10030255,0.10236655,0.006
older_80_89,0,0.02,0.09981106,0.10067806,0.006
older_80_89,0,0.03,0.09764282,0.09927914,0.006
older_80_89,0,0.04,0.09613358,0.099285044,0.006
older_80_89,0,0.05,0.09492735,0.09882938,0.006
older_80_89,0,0.06,0.09085904,0.09713735,0.006
older_80_89,0,0.07,0.08976316,0.09495143,0.006
older_80_89,0,0.08,0.08943978,0.09394612,0.006
older_80_89,0,0.09,0.08788388,0.093224026,0.006
older_80_89,0,0.1,0.08940729,0.09277252,0.006
older_80_89,0,0.11,0.08805298,0.090138406,0.006
older_80_89,0,0.12,0.08637993,0.09100561,0.006
older_80_89,0,0.13,0.08680059,0.088935025,0.006
older_80_89,0,0.14,0.0868927,0.0877318,0.006
older_80_89,0,0.15,0.08934842,0.087938495,0.006
older_80_89,0,0.16,0.09047856,0.0858713,0.006
older_80_89,0,0.17,0.09025908,0.082665354,0.006
older_80_89,0,0.18,0.09032101,0.08266851,0.006
